"artist","song","explicit","year","popularity","speechiness","tempo","genre"
"Jason Derulo","Tip Toe (feat. French Montana)",FALSE,2017,64,0.0714,98.062,"hip hop, pop"
"Ariana Grande","God is a woman",TRUE,2018,78,0.0558,145.031,"pop"
"Rae Sremmurd","Powerglide (feat. Juicy J) - From SR3MM",TRUE,2018,66,0.15,173.948,"hip hop, pop"
"EO","German",FALSE,2018,67,0.0654,103.019,"set()"
"Dennis Lloyd","Nevermind",FALSE,2017,74,0.201,99.977,"pop"
"girl in red","we fell in love in october",FALSE,2018,82,0.028,129.959,"pop, rock, Dance/Electronic"
"Selena Gomez","Wolves",FALSE,2017,78,0.0448,124.987,"pop"
"Tiësto","Jackie Chan",TRUE,2018,72,0.045,128.005,"pop, Dance/Electronic"
"Tom Walker","Leave a Light On",FALSE,2017,70,0.113,68.976,"rock, pop"
"Sofía Reyes","1, 2, 3 (feat. Jason Derulo & De La Ghetto)",FALSE,2018,65,0.0589,94.968,"pop, latin"
"Marshmello","Silence",FALSE,2017,80,0.0853,141.971,"pop, Dance/Electronic"
"5 Seconds of Summer","Youngblood",FALSE,2018,69,0.463,120.274,"pop"
"Loud Luxury","Body (feat. brando)",FALSE,2017,0,0.038,121.958,"pop, Dance/Electronic"
"Liam Payne","For You (Fifty Shades Freed) (& Rita Ora)",FALSE,2018,62,0.0331,113,"pop"
"NF","Let You Down",FALSE,2017,79,0.121,147.997,"hip hop, pop"
"XXXTENTACION","changes",FALSE,2018,79,0.029,64.934,"hip hop"
"Maluma","Corazón (feat. Nego do Borel)",FALSE,2018,69,0.247,198.075,"latin"
"Cardi B","Bodak Yellow",TRUE,2018,72,0.103,125.022,"hip hop, pop"
"Lil Baby","Yes Indeed",TRUE,2018,79,0.53,119.957,"hip hop"
"Jonas Blue","Rise",FALSE,2018,70,0.0333,106.046,"pop, Dance/Electronic"
"David Guetta","Flames",FALSE,2018,59,0.0385,93.95,"hip hop, pop, Dance/Electronic"
"Ozuna","Vaina Loca",FALSE,2018,72,0.0752,93.982,"latin"
"Charlie Puth","How Long",FALSE,2018,72,0.0778,109.974,"pop"
"Post Malone","Better Now",TRUE,2018,80,0.04,145.038,"hip hop"
"BlocBoy JB","Look Alive (feat. Drake)",TRUE,2018,73,0.27,140.022,"hip hop, pop"
"Eminem","River (feat. Ed Sheeran)",TRUE,2017,72,0.516,90.09,"hip hop"
"Marshmello","Happier",FALSE,2018,82,0.0452,100.015,"pop, Dance/Electronic"
"Dean Lewis","Be Alright",TRUE,2018,79,0.0362,126.684,"pop"
"Charlie Puth","Done for Me (feat. Kehlani)",FALSE,2018,67,0.074,112.009,"pop"
"Migos","Stir Fry",TRUE,2018,72,0.269,181.982,"hip hop, pop"
"YG","BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",TRUE,2018,68,0.331,203.911,"hip hop, pop"
"Drake","In My Feelings",TRUE,2018,75,0.125,91.03,"hip hop, pop, R&B"
"B Young","Jumanji",FALSE,2018,60,0.25,95.948,"hip hop, Dance/Electronic"
"Charlie Puth","The Way I Am",FALSE,2018,64,0.186,114.966,"pop"
"Reik","Me Niego (feat. Ozuna & Wisin)",FALSE,2018,1,0.0972,94.023,"pop, latin"
"benny blanco","Eastside (with Halsey & Khalid)",FALSE,2018,75,0.321,89.391,"hip hop, pop"
"Luis Fonsi","Échame La Culpa",FALSE,2017,62,0.0417,95.989,"pop, latin"
"MK","17",FALSE,2017,65,0.0689,122.029,"pop, Dance/Electronic"
"Rita Ora","Anywhere",FALSE,2017,63,0.0596,106.93,"hip hop, pop, Dance/Electronic"
"Banx & Ranx","Answerphone (feat. Yxng Bane)",FALSE,2018,56,0.0885,113.021,"Dance/Electronic"
"Ella Mai","Trip",FALSE,2018,72,0.144,79.882,"hip hop, pop, R&B"
"Daddy Yankee","Dura",FALSE,2018,71,0.051,95.001,"latin"
"DJ Khaled","No Brainer",TRUE,2018,67,0.342,135.702,"hip hop, pop"
"Anne-Marie","2002",FALSE,2018,80,0.117,96.133,"pop, Dance/Electronic"
"Bruno Mars","Finesse - Remix; feat. Cardi B",FALSE,2017,74,0.0996,105.115,"pop"
"FINNEAS","Let's Fall in Love for the Night",TRUE,2018,71,0.104,127.921,"rock, pop, Dance/Electronic"
"Hugh Jackman","The Greatest Show",FALSE,2017,72,0.105,157.92,"easy listening"
"Halsey","Bad At Love",FALSE,2017,72,0.0296,118.384,"pop, Dance/Electronic"
"Drake","I'm Upset",TRUE,2018,68,0.343,150.002,"hip hop, pop, R&B"
"Camila Cabello","Never Be the Same",FALSE,2018,74,0.0747,129.923,"pop"
"M.O","Bad Vibe",FALSE,2018,54,0.0449,110.009,"pop, Dance/Electronic"
"Dua Lipa","IDGAF",TRUE,2017,78,0.0943,97.028,"pop"
"Cashmere Cat","Miss You (with Major Lazer & Tory Lanez)",FALSE,2018,56,0.0925,100.028,"pop, rock"
"Bazzi","Mine",TRUE,2018,75,0.0722,142.929,"pop, Dance/Electronic"
"Lil Dicky","Freaky Friday (feat. Chris Brown)",TRUE,2018,70,0.224,133.123,"hip hop, pop"
"Lauv","I Like Me Better",FALSE,2018,81,0.253,91.97,"pop, Dance/Electronic"
"The Chainsmokers","This Feeling",FALSE,2018,73,0.0439,105.049,"pop, Dance/Electronic"
"Maroon 5","Girls Like You (feat. Cardi B) - Cardi B Version",TRUE,2018,73,0.0505,124.959,"pop"
"Khalid","Love Lies (with Normani)",FALSE,2018,73,0.0449,143.955,"pop, R&B"
"Drake","Nice For What",TRUE,2018,77,0.0707,93.372,"hip hop, pop, R&B"
"Kendrick Lamar","LOVE. FEAT. ZACARI.",TRUE,2017,80,0.0924,126.058,"hip hop"
"Post Malone","Psycho (feat. Ty Dolla $ign)",TRUE,2018,77,0.105,140.06,"hip hop"
"Lil Nas X","Old Town Road - Remix",FALSE,2019,79,0.102,136.041,"hip hop, pop"
"Billie Eilish","bad guy",FALSE,2019,83,0.375,135.128,"pop, Dance/Electronic"
"Shawn Mendes","Señorita",FALSE,2019,78,0.029,116.967,"pop"
"Ariana Grande","7 rings",TRUE,2019,83,0.334,140.048,"pop"
"Post Malone","Sunflower - Spider-Man: Into the Spider-Verse",FALSE,2019,79,0.0575,89.96,"hip hop"
"Gesaffelstein","Lost in the Fire (feat. The Weeknd)",TRUE,2019,84,0.0363,100.966,"Dance/Electronic"
"Halsey","Without Me",TRUE,2018,77,0.0705,136.041,"pop, Dance/Electronic"
"Regard","Ride It",FALSE,2019,81,0.0874,117.948,"pop, Dance/Electronic"
"Lady Gaga","Shallow",FALSE,2018,82,0.0308,95.799,"pop"
"Mark Ronson","Nothing Breaks Like a Heart (feat. Miley Cyrus)",FALSE,2018,79,0.0671,114.066,"pop"
"Lewis Capaldi","Someone You Loved",FALSE,2019,84,0.0319,109.891,"pop"
"Jax Jones","All Day And Night",FALSE,2019,60,0.0897,121.908,"hip hop, pop, Dance/Electronic"
"Mustard","Pure Water (with Migos)",TRUE,2019,75,0.127,202.015,"hip hop, pop"
"NLE Choppa","Shotta Flow (feat. Blueface) [Remix]",TRUE,2019,0,0.42,120.08,"hip hop"
"Kodak Black","ZEZE (feat. Travis Scott & Offset)",TRUE,2018,77,0.176,98.043,"hip hop"
"Daddy Yankee","Con Calma",FALSE,2019,79,0.0593,93.989,"latin"
"Alec Benjamin","Let Me Down Slowly",FALSE,2018,82,0.0318,150.073,"rock, pop, Dance/Electronic"
"BLACKPINK","Kill This Love",FALSE,2019,1,0.237,131.98,"pop"
"Offset","Clout (feat. Cardi B)",TRUE,2019,68,0.0997,140.022,"hip hop, pop"
"MEDUZA","Piece Of Your Heart",FALSE,2019,75,0.0295,124.08,"pop, Dance/Electronic"
"Ed Sheeran","Antisocial (with Travis Scott)",FALSE,2019,63,0.0495,151.957,"pop"
"Mabel","Mad Love",FALSE,2019,0,0.155,198.065,"pop, Dance/Electronic"
"Lana Del Rey","Doin' Time",TRUE,2019,80,0.0355,144.982,"pop"
"DJ Snake","Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",TRUE,2019,70,0.228,95.881,"hip hop, pop, Dance/Electronic"
"A Boogie Wit da Hoodie","Look Back at It",TRUE,2018,73,0.0413,96.057,"hip hop"
"Saweetie","My Type",TRUE,2019,71,0.258,105.038,"hip hop, pop, R&B"
"Lil Tecca","Ransom",TRUE,2019,78,0.287,179.974,"hip hop"
"Russ Millions","Keisha & Becky - Remix",TRUE,2019,69,0.478,140.969,"pop"
"Mabel","Don't Call Me Up",FALSE,2019,77,0.147,98.994,"pop, Dance/Electronic"
"Lil Nas X","Old Town Road",FALSE,2019,76,0.127,135.998,"hip hop, pop"
"Meek Mill","Going Bad (feat. Drake)",TRUE,2018,78,0.0905,86.003,"hip hop, pop"
"Post Malone","Wow.",TRUE,2019,79,0.208,99.96,"hip hop"
"Doja Cat","Juicy",TRUE,2019,57,0.0661,170.037,"pop"
"A Boogie Wit da Hoodie","Swervin (feat. 6ix9ine)",TRUE,2018,75,0.303,93.023,"hip hop"
"iann dior","emotions",FALSE,2019,72,0.0395,80.512,"hip hop, pop"
"Paulo Londra","Adan y Eva",FALSE,2019,72,0.336,171.993,"hip hop, latin, Dance/Electronic"
"Drake","Money In The Grave (Drake ft. Rick Ross)",TRUE,2019,76,0.046,100.541,"hip hop, pop, R&B"
"Lil Nas X","Panini",FALSE,2019,71,0.0752,153.848,"hip hop, pop"
"Bad Bunny","MIA (feat. Drake)",FALSE,2018,77,0.0621,97.062,"latin"
"Polo G","Pop Out (feat. Lil Tjay)",TRUE,2019,78,0.467,168.112,"hip hop"
"Juice WRLD","Robbery",TRUE,2019,53,0.0457,159.966,"hip hop"
"21 Savage","a lot",TRUE,2018,78,0.086,145.972,"hip hop"
"Young Thug","The London (feat. J. Cole & Travis Scott)",TRUE,2019,69,0.147,97.981,"hip hop, pop"
"Anuel AA","China",FALSE,2019,76,0.0882,105.027,"latin"
"Camila Cabello","Liar",FALSE,2019,65,0.0456,98.016,"pop"
"Flipp Dinero","Leave Me Alone",TRUE,2019,69,0.0851,150.024,"hip hop, pop"
"Cardi B","Money",TRUE,2018,73,0.29,130.003,"hip hop, pop"
"Ariana Grande","break up with your girlfriend, i'm bored",TRUE,2019,76,0.0917,169.999,"pop"
"Dave","Location (feat. Burna Boy)",TRUE,2019,78,0.297,109.979,"hip hop"
"Ava Max","Sweet but Psycho",FALSE,2018,7,0.0476,133.002,"pop"
"Dua Lipa","Don't Start Now",FALSE,2019,79,0.0842,123.941,"pop"
"Young T & Bugsey","Strike a Pose (feat. Aitch)",TRUE,2019,61,0.101,137.776,"hip hop"
"Calvin Harris","Giant (with Rag'n'Bone Man)",FALSE,2019,73,0.0361,122.015,"hip hop, pop, Dance/Electronic"
"Ed Sheeran","Take Me Back to London (feat. Stormzy)",TRUE,2019,66,0.216,138.058,"pop"
"Cardi B","Please Me",TRUE,2019,73,0.081,133.992,"hip hop, pop"
"Stormzy","Vossi Bop",TRUE,2019,64,0.339,188.115,"hip hop, Dance/Electronic"
"Tones And I","Dance Monkey",FALSE,2019,78,0.0924,98.027,"pop"
"Ariana Grande","boyfriend (with Social House)",TRUE,2019,77,0.461,190.097,"pop"
"Bad Bunny","Callaita",TRUE,2019,81,0.309,176.169,"latin"
"Ava Max","So Am I",FALSE,2019,4,0.0435,130.089,"pop"
"Pedro Capó","Calma - Remix",FALSE,2018,74,0.0524,126.899,"pop, latin"
"J. Cole","MIDDLE CHILD",TRUE,2019,80,0.276,123.984,"hip hop"
"Lunay","Soltera - Remix",FALSE,2019,70,0.0432,92.01,"pop, latin"
"Khalid","Better",FALSE,2018,70,0.0964,97.565,"pop, R&B"
"Blueface","Thotiana",TRUE,2018,1,0.269,104.025,"hip hop"
"DaBaby","Suge",TRUE,2019,72,0.426,75.445,"hip hop"
"AJ Tracey","Ladbroke Grove",FALSE,2019,69,0.208,133.986,"hip hop, Dance/Electronic"
"Billie Eilish","bury a friend",FALSE,2019,75,0.332,120.046,"pop, Dance/Electronic"
"BTS","Boy With Luv (feat. Halsey)",FALSE,2019,35,0.0965,119.991,"pop"
"Wiley","Boasty (feat. Idris Elba)",TRUE,2019,64,0.0669,102.958,"hip hop, Dance/Electronic"
"Jonas Brothers","Only Human",FALSE,2019,71,0.0722,94.01,"pop"
"5 Seconds of Summer","Easier",FALSE,2019,1,0.221,175.813,"pop"
"Avicii","SOS (feat. Aloe Blacc)",FALSE,2019,71,0.0715,100.001,"pop, Dance/Electronic"
"Tyler, The Creator","EARFQUAKE",TRUE,2019,80,0.0685,79.635,"hip hop"
"Ashley O","On A Roll",FALSE,2019,57,0.0906,125.011,"set()"
"Dominic Fike","3 Nights",FALSE,2018,78,0.0897,151.891,"rock, pop"
"Sigala","Wish You Well",FALSE,2019,64,0.0575,124.975,"pop, Dance/Electronic"
"Megan Thee Stallion","Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign)",TRUE,2019,69,0.155,98.985,"hip hop, pop, R&B"
"Anuel AA","Secreto",FALSE,2019,75,0.126,91.987,"latin"
"Sam Feldt","Post Malone (feat. RANI)",FALSE,2019,69,0.122,107.356,"pop, Dance/Electronic"
"Kehlani","Nights Like This (feat. Ty Dolla $ign)",TRUE,2019,74,0.15,146.163,"hip hop, pop, R&B"
"Sech","Otro Trago",TRUE,2019,71,0.341,176.044,"latin"
"Ed Sheeran","Cross Me (feat. Chance the Rapper & PnB Rock)",TRUE,2019,64,0.12,95.005,"pop"
"Lauv","i'm so tired...",FALSE,2019,2,0.203,102.211,"pop, Dance/Electronic"
"iann dior","gone girl",TRUE,2019,69,0.0287,94.956,"hip hop, pop"
"Panic! At The Disco","High Hopes",FALSE,2018,80,0.0618,82.014,"rock"
"Marshmello","One Thing Right",FALSE,2019,73,0.045,88.042,"pop, Dance/Electronic"
"Sam Smith","How Do You Sleep?",FALSE,2019,73,0.0925,110.567,"pop"
"NSG","Options",TRUE,2020,57,0.0894,101.993,"World/Traditional, hip hop"
"Normani","Motivation",FALSE,2019,71,0.0984,170.918,"pop, R&B"
"Joel Corry","Sorry",FALSE,2019,63,0.0562,125.002,"pop, Dance/Electronic"
"Post Malone","Goodbyes (Feat. Young Thug)",TRUE,2019,1,0.0745,150.231,"hip hop"
"Jonas Brothers","Sucker",FALSE,2019,79,0.0588,137.958,"pop"
"Taylor Swift","Cruel Summer",FALSE,2019,78,0.157,169.994,"pop"
"Blanco Brown","The Git Up",FALSE,2019,69,0.109,97.984,"hip hop, country"
"Sam Smith","Dancing With A Stranger (with Normani)",FALSE,2019,75,0.0656,102.998,"pop"
"Post Malone","Circles",FALSE,2019,85,0.0395,120.042,"hip hop"
