artist,song,explicit,year,popularity,speechiness,tempo
Red Hot Chili Peppers,Snow (Hey Oh),FALSE,2006,79,0.0499,104.655
Ludacris,Runaway Love,TRUE,2006,51,0.283,92.854
Flo Rida,Low (feat. T-Pain),FALSE,2008,80,0.0791,128.008
Katy Perry,I Kissed A Girl,FALSE,2008,73,0.0677,129.996
Rihanna,Take A Bow,FALSE,2008,74,0.0715,82.082
Alicia Keys,No One,FALSE,2007,77,0.0285,90.04
Timbaland,Apologize,FALSE,2007,74,0.0278,118.016
Ne-Yo,Miss Independent,FALSE,2008,71,0.145,171.812
Chris Brown,With You,FALSE,2007,70,0.0698,86.009
Beyoncé,If I Were a Boy,FALSE,2008,66,0.0313,90.007
Kardinal Offishall,Dangerous,TRUE,2008,75,0.0756,117.002
Madcon,Beggin (original version),FALSE,2007,70,0.057,129.023
Rihanna,Disturbia,FALSE,2008,76,0.0571,124.921
Guru Josh Project,Infinity 2008,FALSE,2011,1,0.0576,127.999
Britney Spears,Break the Ice,FALSE,2007,61,0.0445,117.533
Lil Wayne,Lollipop,TRUE,2008,69,0.0831,148.075
Basshunter,Now You're Gone - Video Edit,FALSE,2008,63,0.354,147.99
Kanye West,Flashing Lights,TRUE,2007,52,0.0399,90.482
Madonna,4 Minutes (feat. Justin Timberlake & Timbaland),FALSE,2009,71,0.0652,113.029
Katy Perry,Hot N Cold,FALSE,2008,73,0.0418,132.032
Rihanna,Don't Stop The Music,FALSE,2008,77,0.0643,122.668
Snoop Dogg,Sensual Seduction,FALSE,2007,56,0.0682,120.163
Akon,Right Now (Na Na Na),FALSE,2008,69,0.152,137.982
Britney Spears,Womanizer,FALSE,2008,76,0.0622,139
Eric Prydz,Pjanoo - Radio Edit,FALSE,2008,65,0.0295,125.99
Kelly Rowland,Work,FALSE,2010,34,0.0538,102.757
Jeezy,Put On,TRUE,2008,69,0.0353,137.616
Madonna,Give It 2 Me,FALSE,2008,57,0.0414,127.019
The Pussycat Dolls,When I Grow Up,FALSE,2008,72,0.05,118.449
will.i.am,Heartbreaker,TRUE,2007,46,0.0732,120.051
Britney Spears,Piece of Me,FALSE,2007,64,0.216,115.007
T.I.,Live Your Life,TRUE,2008,75,0.255,159.841
Ne-Yo,Closer,FALSE,2008,65,0.0738,126.027
Lil Wayne,A Milli,TRUE,2008,69,0.278,151.486
Colby O'Donis,What You Got,FALSE,2008,61,0.038,119.974
Miley Cyrus,See You Again,FALSE,2007,0,0.177,138.975
Basshunter,All I Ever Wanted - Radio Edit,FALSE,2008,65,0.0508,144.954
Alesha Dixon,The Boy Does Nothing,FALSE,2008,51,0.121,87
Dizzee Rascal,Dance Wiv Me - Radio Edit,FALSE,2011,68,0.0451,111.996
Gabriella Cilmi,Sweet About Me,FALSE,2008,56,0.0288,131.977
Jack White,Another Way to Die,FALSE,2007,56,0.128,141.933
Plies,Hypnotized (feat. Akon),TRUE,2007,66,0.0797,116.59
The Pussycat Dolls,I Hate This Part,FALSE,2008,64,0.0317,111.572
Sean Kingston,Take You There,FALSE,2008,65,0.0696,115.033
Natasha Bedingfield,Pocketful of Sunshine,FALSE,2008,62,0.0391,110.019
The Offspring,"You're Gonna Go Far, Kid",TRUE,2008,78,0.0638,126.115
Kanye West,Homecoming,TRUE,2007,47,0.189,86.917
Estelle,American Boy,TRUE,2008,78,0.326,117.932
Saving Abel,Addicted,TRUE,2008,69,0.0338,138.018
Pendulum,Propane Nightmares,FALSE,2008,57,0.0825,173.992
The Game,My Life,TRUE,2008,60,0.349,148.113
Danity Kane,Damaged,FALSE,2008,57,0.05,120.01
P!nk,So What,TRUE,2008,76,0.0425,126.019
Kanye West,Love Lockdown,FALSE,2008,66,0.0323,119.603
Gym Class Heroes,Cookie Jar (feat. The-Dream),TRUE,2008,54,0.0282,113.053
M.I.A.,Paper Planes,FALSE,2007,1,0.222,172.247
3 Doors Down,It's Not My Time,FALSE,2008,56,0.0602,127.962
Kylie Minogue,Wow,FALSE,2007,47,0.202,124.072
Mariah Carey,Touch My Body,FALSE,2008,0,0.0502,78.502
MGMT,Kids,FALSE,2007,77,0.0719,122.961
The Ting Tings,Shut Up and Let Me Go,FALSE,2007,55,0.0581,107.993
Lil Wayne,Got Money,TRUE,2008,58,0.118,82.48
Santana,Into the Night (feat. Chad Kroeger),FALSE,2007,57,0.0331,127.981
The-Dream,I Luv Your Girl,TRUE,2007,62,0.0341,90.063
Wiley,Wearing My Rolex - Radio Edit,FALSE,2008,59,0.135,131.942
Usher,Love in This Club (feat. Young Jeezy),FALSE,2008,71,0.0732,140.012
Sam Sparro,Black & Gold - Radio Edit,FALSE,2008,53,0.0763,135.968
"H ""two"" O",What's It Gonna Be (feat. Platnum),FALSE,2008,55,0.0341,139.61
The Ting Tings,That's Not My Name,FALSE,2008,51,0.0893,145.042
Plies,"Bust It Baby, Pt. 2 (feat. Ne-Yo)",TRUE,2008,61,0.167,78.946
James Morrison,Broken Strings,FALSE,2008,70,0.029,111.91
Leona Lewis,Run,FALSE,2007,62,0.0291,142.365
Metro Station,Shake It,FALSE,2007,67,0.0798,150.034
T.I.,Whatever You Like,TRUE,2008,74,0.0709,150.053
Trey Songz,Can't Help but Wait,FALSE,2007,62,0.0737,94.977
OneRepublic,Stop And Stare,FALSE,2007,59,0.0332,92.474
Alexandra Burke,Hallelujah,FALSE,2009,63,0.0291,182.571
Mary J. Blige,Just Fine,FALSE,2007,64,0.117,123.021
Jordin Sparks,One Step At a Time,FALSE,2007,56,0.0289,102.028
Coldplay,Viva La Vida,FALSE,2008,80,0.0287,138.015
Kings of Leon,Sex on Fire,FALSE,2008,80,0.054,153.398
Kanye West,Good Life,TRUE,2007,45,0.346,82.962
Duffy,Mercy,FALSE,2008,69,0.0332,129.911
David Archuleta,Crush,FALSE,2008,67,0.0322,162.084
J. Holiday,Suffocate - Superclean,FALSE,2007,58,0.361,82.82
Gavin DeGraw,In Love With a Girl,FALSE,2008,51,0.0438,161.905
Jordin Sparks,Tattoo,FALSE,2007,54,0.0399,168.005
Coldplay,Violet Hill,FALSE,2008,63,0.0374,76.093
Ray J,Sexy Can I feat. Yung Berg,TRUE,2008,1,0.325,172.155
Jennifer Hudson,Spotlight,FALSE,2008,60,0.051,108.984
John Legend,Green Light (feat. André 3000),FALSE,2008,55,0.119,77.506
Jonas Brothers,Burnin' Up,FALSE,2008,68,0.0817,114.03
Lupe Fiasco,Superstar (feat. Matthew Santos),FALSE,2007,64,0.361,94.812
Chris Brown,Forever,FALSE,2008,74,0.0459,120.005
Adele,Chasing Pavements,FALSE,2008,1,0.0255,80.045
Leona Lewis,Better in Time,FALSE,2007,67,0.0506,163.953
Fergie,Clumsy,FALSE,2006,58,0.131,184.009
T-Pain,Can't Believe It (feat. Lil' Wayne),FALSE,2008,0,0.049,89.828
Black Eyed Peas,I Gotta Feeling,FALSE,2009,80,0.0265,127.96
Lady Gaga,Poker Face,FALSE,2008,77,0.0787,118.999
Beyoncé,Halo,FALSE,2008,74,0.0628,79.983
David Guetta,Sexy Bitch (feat. Akon),TRUE,2010,75,0.0486,130.011
Flo Rida,Right Round,FALSE,2009,74,0.0551,124.986
Taylor Swift,Love Story,FALSE,2008,74,0.0311,118.984
Pitbull,Hotel Room Service,FALSE,2009,63,0.227,126.003
Britney Spears,Circus,FALSE,2008,74,0.052,114.98
Lady Gaga,LoveGame,FALSE,2008,69,0.0523,105.024
Skillet,Monster,FALSE,2009,75,0.0741,134.992
The Prodigy,Omen,FALSE,2009,57,0.0441,140.002
Black Eyed Peas,Meet Me Halfway,FALSE,2009,72,0.0735,130
Kanye West,Heartless,FALSE,2008,82,0.136,87.999
Kid Cudi,Day 'N' Nite (Nightmare),FALSE,2009,72,0.0653,138.018
Lady Gaga,Just Dance,FALSE,2008,76,0.0311,118.992
Britney Spears,If U Seek Amy,FALSE,2008,69,0.0339,129.954
Pitbull,I Know You Want Me (Calle Ocho),FALSE,2009,59,0.149,127.045
Mariah Carey,Obsessed,FALSE,2009,66,0.0625,86.443
Beyoncé,Sweet Dreams,FALSE,2008,48,0.111,121.949
Agnes,Release Me,FALSE,2009,65,0.0321,127.973
Black Eyed Peas,Boom Boom Pow,TRUE,2009,68,0.0663,130.048
Shakira,She Wolf,FALSE,2009,68,0.0443,121.983
Lady Gaga,Paparazzi,FALSE,2008,70,0.0438,114.906
JAY-Z,Empire State Of Mind,TRUE,2009,82,0.392,173.585
OneRepublic,All The Right Moves,FALSE,2009,65,0.0474,146.024
Jeremih,Birthday Sex,FALSE,2009,67,0.0439,60.019
Cascada,Evacuate The Dancefloor,FALSE,2009,63,0.0432,127.029
Linkin Park,New Divide,FALSE,2009,68,0.0362,117.971
Kevin Rudolf,Let It Rock,TRUE,2008,66,0.0397,113.172
JAY-Z,Run This Town,TRUE,2009,75,0.29,86.844
Lady Gaga,Bad Romance,TRUE,2009,80,0.0363,119.001
Eminem,We Made You,FALSE,2009,63,0.0792,114.003
Dizzee Rascal,Bonkers,FALSE,2011,38,0.22,126.127
Ciara,Love Sex Magic (feat. Justin Timberlake),FALSE,2009,58,0.138,107.011
Rihanna,Russian Roulette,TRUE,2009,64,0.0447,80.051
Soulja Boy,Turn My Swag On,FALSE,2008,59,0.0269,150.154
The xx,Intro,FALSE,2009,2,0.027,100.363
Jay Sean,Down,FALSE,2009,3,0.0321,65.997
Keri Hilson,Turnin Me On - Original Dirty,TRUE,2008,41,0.061,159.873
David Guetta,When Love Takes Over (feat. Kelly Rowland),FALSE,2010,69,0.0253,129.967
Cheryl,Fight For This Love,FALSE,2009,65,0.0912,122.988
Soulja Boy,Kiss Me Thru The Phone,TRUE,2008,76,0.112,149.998
Eminem,Crack A Bottle,TRUE,2009,70,0.186,169.561
P!nk,Sober,FALSE,2010,46,0.0299,91.066
Tinchy Stryder,Number 1,FALSE,2009,59,0.0377,114.912
Pixie Lott,"Mama Do (Uh Oh, Uh Oh)",FALSE,2009,54,0.19,119.918
JLS,Beat Again - Radio Edit,FALSE,2009,0,0.0712,120.02
3OH!3,DONTTRUSTME,TRUE,2008,70,0.254,130.012
A.R. Rahman,Jai Ho! (You Are My Destiny),FALSE,2009,65,0.061,136.202
Akon,Beautiful,FALSE,2008,65,0.0889,130.015
Alexandra Burke,Bad Boys (feat. Flo Rida),FALSE,2009,57,0.0538,140.029
Mario,Break Up,TRUE,2009,51,0.363,73.881
Drake,Forever,TRUE,2009,73,0.342,104.02
Selena Gomez & The Scene,Naturally,FALSE,2009,63,0.0511,132.612
The Veronicas,Untouched,FALSE,2005,58,0.234,177.008
Fabolous,Throw It In The Bag,TRUE,2009,59,0.0473,172.049
Jason Derulo,Whatcha Say,FALSE,2010,70,0.0779,144.036
Lily Allen,Not Fair,TRUE,2009,54,0.0402,121.491
T.I.,Dead And Gone,TRUE,2008,68,0.259,135.021
Sean Kingston,Fire Burning,FALSE,2009,71,0.0329,122.973
Empire of the Sun,Walking On A Dream,FALSE,2008,77,0.0458,126.975
Cobra Starship,Good Girls Go Bad (feat. Leighton Meester),FALSE,2009,65,0.0815,119.964
Nickelback,If Today Was Your Last Day,FALSE,2008,66,0.0355,89.956
La Roux,Bulletproof,FALSE,2009,71,0.0477,123.016
Kasabian,Fire,FALSE,2009,64,0.0311,117.029
Calvin Harris,I'm Not Alone - Radio Edit,FALSE,2009,55,0.0321,130.99
Justin Bieber,One Time,FALSE,2009,71,0.0372,145.999
Jamie Foxx,Blame It,TRUE,2008,65,0.103,176.052
La Roux,In For The Kill,FALSE,2009,59,0.0455,150.01
Muse,Uprising,FALSE,2009,75,0.0775,128.019
Nickelback,Gotta Be Somebody,FALSE,2008,62,0.0601,115.998
Dizzee Rascal,Holiday,FALSE,2011,60,0.0448,117.985
Beyoncé,Single Ladies (Put a Ring on It),FALSE,2008,67,0.296,193.437
Boys Like Girls,Love Drunk,FALSE,2009,64,0.141,150.005
The-Dream,Rockin' That Shit,TRUE,2009,62,0.0422,78.005
OneRepublic,Secrets,FALSE,2009,74,0.0366,148.021
JLS,Everybody in Love,FALSE,2013,39,0.0327,140.022
Jason Aldean,Big Green Tractor,FALSE,2009,50,0.0289,137.077
The Fray,Never Say Never,FALSE,2009,67,0.0317,160.139
Lily Allen,The Fear,TRUE,2009,53,0.0404,134.002
Drake,Best I Ever Had,TRUE,2010,54,0.33,162.161
Kelly Clarkson,Already Gone,FALSE,2009,56,0.0757,78.139
Miley Cyrus,Party In The U.S.A.,FALSE,2009,79,0.042,96.021
Jordin Sparks,Battlefield,FALSE,2009,57,0.0339,144.953
Ne-Yo,Mad,FALSE,2008,64,0.0343,129.94
Green Day,21 Guns,FALSE,2009,73,0.0355,159.779
Keri Hilson,Knock You Down,FALSE,2009,57,0.16,155.165
Taylor Swift,You Belong With Me,FALSE,2008,55,0.0384,129.964
Shinedown,Second Chance,FALSE,2008,67,0.0333,100.011
Asher Roth,I Love College,TRUE,2009,62,0.243,86.444
Katy Perry,Waking Up In Vegas,FALSE,2008,49,0.0346,130.989
Kelly Clarkson,My Life Would Suck Without You,FALSE,2009,68,0.0509,144.982
Mumford & Sons,Little Lion Man,TRUE,2009,68,0.0272,138.585
The Fray,You Found Me,FALSE,2009,73,0.0413,151.994
Bruno Mars,Just the Way You Are,FALSE,2010,77,0.0422,109.021
Eminem,Love The Way You Lie,TRUE,2010,81,0.227,86.989
Stromae,Alors on danse - Radio Edit,FALSE,2010,77,0.0793,119.951
Kesha,TiK ToK,FALSE,2010,80,0.142,120.028
David Guetta,Memories (feat. Kid Cudi),FALSE,2010,76,0.255,129.983
Taio Cruz,Dynamite,FALSE,2010,80,0.0859,119.975
Rihanna,Only Girl (In The World),FALSE,2010,73,0.0432,125.906
Katy Perry,California Gurls,FALSE,2012,72,0.0569,125.014
Kesha,Take It Off,FALSE,2010,68,0.0286,125.036
INNA,Hot - Play & Win Radio Version,FALSE,2010,42,0.28,128
Far East Movement,Like A G6,FALSE,2010,73,0.449,124.913
David Guetta,Gettin' Over You (feat. Fergie & LMFAO),FALSE,2010,62,0.0816,129.944
Duck Sauce,Barbra Streisand - Radio Edit,FALSE,2010,46,0.108,127.965
Lucenzo,Danza Kuduro (feat. Don Omar),FALSE,2011,0,0.112,130.003
Rihanna,Te Amo,TRUE,2009,67,0.0818,171.917
Timbaland,Carry Out (Featuring Justin Timberlake),FALSE,2009,69,0.113,115.68
DJ Fresh,Gold Dust - Radio Edit,FALSE,2010,63,0.147,176.985
Edward Maya,Stereo Love - Radio Edit,FALSE,2010,66,0.0322,127.041
Taio Cruz,Break Your Heart,FALSE,2010,74,0.0314,122.01
Black Eyed Peas,Imma Be,FALSE,2009,61,0.365,92.035
Sidney Samson,Riverside,TRUE,2009,47,0.0445,125.997
Eminem,Not Afraid,TRUE,2010,79,0.264,114.635
Lady Gaga,Alejandro,FALSE,2009,67,0.0462,98.998
Rihanna,Rude Boy,TRUE,2009,74,0.127,173.906
Ne-Yo,Beautiful Monster,FALSE,2010,57,0.131,128.013
3OH!3,Starstrukk,FALSE,2010,32,0.0712,139.896
Black Eyed Peas,The Time (Dirty Bit),FALSE,2010,69,0.0664,127.979
Kelly Rowland,Commander,FALSE,2011,59,0.138,124.638
Swedish House Mafia,One (Your Name) - Radio Edit,FALSE,2010,63,0.0333,125.061
Chris Brown,Deuces (feat. Tyga & Kevin McCall),TRUE,2011,68,0.11,73.987
Usher,DJ Got Us Fallin' In Love (feat. Pitbull),FALSE,2010,79,0.109,119.963
Iyaz,Replay,FALSE,2009,75,0.0708,91.031
Flo Rida,Club Can't Handle Me (feat. David Guetta),FALSE,2010,76,0.0327,127.966
Sean Kingston,Eenie Meenie,FALSE,2010,74,0.0322,121.223
Waka Flocka Flame,No Hands (feat. Roscoe Dash & Wale),TRUE,2010,58,0.0391,131.497
Tinie Tempah,Written in the Stars (feat. Eric Turner),FALSE,2010,57,0.0981,91.881
Bruno Mars,Talking to the Moon,FALSE,2010,76,0.032,145.867
Miley Cyrus,Can't Be Tamed,FALSE,2010,0,0.144,116.98
Mike Posner,Cooler Than Me - Single Mix,FALSE,2010,75,0.0474,129.965
Lady Gaga,Telephone,FALSE,2009,69,0.0404,122.014
Yolanda Be Cool,We No Speak Americano (JT Radio Edit),FALSE,2010,1,0.0464,124.996
Rihanna,Hard,TRUE,2009,55,0.111,182.032
Tinie Tempah,Pass Out,TRUE,2010,53,0.296,91.1
Adam Lambert,Whataya Want from Me,FALSE,2009,57,0.0429,185.934
Trey Songz,Bottoms Up (feat. Nicki Minaj),TRUE,2010,0,0.161,74.008
Timbaland,If We Ever Meet Again (Featuring Katy Perry),FALSE,2009,68,0.0393,126.091
Enrique Iglesias,I Like It,FALSE,2010,63,0.0878,129.007
Tim Berg,Seek Bromance - Avicii’s Vocal Edit,FALSE,2010,0,0.0401,126.026
Usher,OMG (feat. will.i.am),FALSE,2010,73,0.0332,129.998
Maroon 5,Misery,FALSE,2010,67,0.0424,102.978
Rihanna,Man Down,TRUE,2010,68,0.177,155.788
3OH!3,My First Kiss (feat. Ke$ha),FALSE,2010,62,0.0804,138.021
Justin Bieber,Baby,FALSE,2010,81,0.137,65.043
Cali Swag District,Teach Me How to Dougie,TRUE,2011,66,0.141,85.013
Swedish House Mafia,Miami 2 Ibiza - Swedish House Mafia vs. Tinie Tempah,TRUE,2010,54,0.0674,125.03
K'NAAN,Wavin' Flag,FALSE,2009,57,0.0729,75.974
Ludacris,How Low,TRUE,2010,63,0.0533,143.96
Kesha,Blah Blah Blah (feat. 3OH!3),TRUE,2010,61,0.115,120.003
DJ Khaled,"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",TRUE,2010,51,0.189,150.1
Jason Derulo,In My Head,FALSE,2010,65,0.033,110.009
Aloe Blacc,I Need A Dollar,FALSE,2010,1,0.0333,95.498
B.o.B,Airplanes (feat. Hayley Williams of Paramore),TRUE,2010,74,0.116,93.033
Ludacris,My Chick Bad,TRUE,2010,68,0.378,84.789
Nelly,Just A Dream,FALSE,2010,73,0.0305,89.917
Rihanna,What's My Name?,FALSE,2010,66,0.069,100.025
Shontelle,Impossible,FALSE,2010,35,0.0343,90.034
Take That,The Flood,FALSE,2010,57,0.044,100.631
Trey Songz,Say Aah (feat. Fabolous),FALSE,2009,54,0.113,93.01
Drake,Over,TRUE,2010,57,0.279,100.093
Example,Kickstarts,FALSE,2010,63,0.0573,126.056
Plan B,She Said,FALSE,2010,62,0.141,147.007
The Saturdays,Higher,FALSE,2010,61,0.0341,117.011
Jay Sean,Do You Remember,FALSE,2009,2,0.0644,125.846
Usher,Hey Daddy (Daddy's Home),FALSE,2010,60,0.0286,95.975
Lil Wayne,Right Above It,TRUE,2010,68,0.356,76.052
The Wanted,All Time Low,FALSE,2010,18,0.0563,134.036
Kesha,Your Love Is My Drug,FALSE,2010,69,0.0982,120.057
Ellie Goulding,Starry Eyed,FALSE,2010,54,0.0389,149.967
Drake,Find Your Love,FALSE,2010,56,0.173,96.033
Jason Derulo,Ridin' Solo,FALSE,2010,66,0.146,89.338
Two Door Cinema Club,What You Know,FALSE,2010,0,0.0407,139.048
JAY-Z,Young Forever,TRUE,2009,65,0.0693,140.329
Young Money,BedRock,TRUE,2009,71,0.295,148.005
B.o.B,Nothin' on You (feat. Bruno Mars),FALSE,2010,74,0.0493,103.993
Katy Perry,Teenage Dream,FALSE,2010,69,0.0361,120.011
Scouting For Girls,This Ain't a Love Song,FALSE,2017,52,0.0451,176.667
Travie McCoy,Billionaire (feat. Bruno Mars),TRUE,2010,72,0.258,86.776
Owl City,Fireflies,FALSE,2009,78,0.0439,180.114
Alicia Keys,Empire State of Mind (Part II) Broken Down,FALSE,2009,71,0.0341,92.923
Lady A,Need You Now,FALSE,2010,73,0.0318,107.884
Taylor Swift,Back To December,FALSE,2010,65,0.0303,141.893
Neon Trees,Animal,FALSE,2010,64,0.0437,147.99
Kris Allen,Live Like We're Dying,FALSE,2009,51,0.0397,92.011
Matt Cardle,When We Collide,FALSE,2011,46,0.0343,81.986
Robyn,Dancing On My Own,FALSE,2010,0,0.0349,117.015
The Band Perry,If I Die Young,FALSE,2010,64,0.0277,130.739
B.o.B,Magic (feat. Rivers Cuomo),FALSE,2010,65,0.343,82.439
Adele,Rolling in the Deep,TRUE,2011,2,0.0298,104.948
Maroon 5,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",FALSE,2010,77,0.0475,128.044
LMFAO,Party Rock Anthem,FALSE,2011,73,0.156,130.014
Katy Perry,Firework,FALSE,2010,72,0.049,124.071
Bruno Mars,Grenade,FALSE,2010,78,0.0542,110.444
Pitbull,Hey Baby (Drop It to the Floor) (feat. T-Pain),FALSE,2011,71,0.0884,128.024
Alexandra Stan,Mr. Saxobeat,FALSE,2011,0,0.0468,126.976
David Guetta,Who's That Chick? (feat. Rihanna),FALSE,2010,71,0.116,127.938
Jennifer Lopez,On The Floor,FALSE,2011,79,0.0496,130
Rihanna,S&M,FALSE,2010,73,0.042,127.975
Kesha,Blow,FALSE,2010,69,0.0392,120.013
Snoop Dogg,Sweat - Remix,FALSE,2011,68,0.03,130.02
Taio Cruz,Higher,FALSE,2010,61,0.0721,128.027
Usher,More - RedOne Jimmy Joker Remix,FALSE,2010,67,0.0543,125.083
Example,Changed the Way You Kiss Me - Radio Edit,FALSE,2011,42,0.041,126.979
Black Eyed Peas,Just Can’t Get Enough,FALSE,2010,76,0.179,94.05
David Guetta,Where Them Girls At (feat. Nicki Minaj & Flo Rida),TRUE,2012,72,0.0414,129.884
Lykke Li,I Follow Rivers - The Magician Remix,FALSE,2011,51,0.0395,122.019
Pitbull,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",FALSE,2011,81,0.161,129.024
Selena Gomez & The Scene,Love You Like A Love Song,FALSE,2011,79,0.0469,117.009
Wiz Khalifa,Black and Yellow,TRUE,2011,75,0.0675,164.02
Katy Perry,E.T.,FALSE,2012,65,0.175,151.684
Britney Spears,I Wanna Go,FALSE,2011,66,0.0414,130.002
Gym Class Heroes,Stereo Hearts (feat. Adam Levine),FALSE,2011,81,0.0976,89.99
Enrique Iglesias,Tonight (I'm Fuckin' You),TRUE,2010,63,0.0523,125.953
Jeremih,Down On Me,FALSE,2010,72,0.114,160.041
Sak Noel,Loca People - Radio Edit,TRUE,2011,49,0.0599,127.998
Olly Murs,Heart Skips a Beat (feat. Rizzle Kicks),FALSE,2011,61,0.0581,110.621
LMFAO,Sexy And I Know It,FALSE,2011,67,0.316,130.021
Cobra Starship,You Make Me Feel... (feat. Sabi),FALSE,2011,70,0.0535,131.959
Jessie J,Do It Like A Dude,TRUE,2011,57,0.049,140.036
DJ Fresh,Louder (feat. Sian Evans) - Radio Edit,FALSE,2012,55,0.0464,139.85
Waka Flocka Flame,No Hands (feat. Roscoe Dash & Wale),TRUE,2010,76,0.0391,131.497
Nickelback,When We Stand Together,FALSE,2011,65,0.0489,187.961
M83,Midnight City,FALSE,2011,76,0.0393,105.013
Britney Spears,Till the World Ends,FALSE,2011,65,0.0665,131.951
Labrinth,Earthquake (feat. Tinie Tempah),TRUE,2012,62,0.1,153.071
Jason Derulo,Don't Wanna Go Home,FALSE,2011,63,0.0652,121.956
Coldplay,Paradise,FALSE,2011,82,0.0268,139.631
Katy Perry,Last Friday Night (T.G.I.F.),FALSE,2012,74,0.0415,126.03
Adele,Set Fire to the Rain,FALSE,2011,2,0.0249,107.995
Dr. Dre,I Need A Doctor,TRUE,2011,71,0.452,155.826
Lil Wayne,6 Foot 7 Foot,TRUE,2011,1,0.304,79.119
DJ Khaled,I'm On One,TRUE,2011,70,0.318,149.33
Chris Brown,Look At Me Now (feat. Lil' Wayne & Busta Rhymes),TRUE,2011,71,0.184,146.155
Far East Movement,Rocketeer,FALSE,2010,61,0.0461,96.005
The Wanted,Glad You Came,FALSE,2011,77,0.0639,126.885
Kesha,We R Who We R,FALSE,2010,71,0.0407,119.95
Kelly Rowland,Motivation,FALSE,2011,65,0.0418,140.889
Rihanna,We Found Love,FALSE,2011,75,0.0383,127.985
Nicole Scherzinger,Don't Hold Your Breath,FALSE,2011,62,0.0262,110.955
Mann,Buzzin Remix,TRUE,2011,48,0.146,104.029
Chris Brown,Yeah 3x,TRUE,2011,69,0.0445,130
Swedish House Mafia,Save The World,FALSE,2011,65,0.0474,126.879
Kanye West,All Of The Lights,TRUE,2010,76,0.0717,142.113
Miguel,Sure Thing,FALSE,2010,78,0.1,81.001
Diddy - Dirty Money,Coming Home,FALSE,2010,69,0.193,168.001
Chris Brown,Beautiful People,FALSE,2019,53,0.161,127.898
Avril Lavigne,What the Hell,FALSE,2011,74,0.0548,149.976
Professor Green,Read All About It,TRUE,2011,39,0.0434,100.963
Chase & Status,Blind Faith,FALSE,2011,60,0.0472,140.042
Chip,Champion (feat. Chris Brown),TRUE,2011,48,0.24,190.151
Selena Gomez & The Scene,Who Says,FALSE,2011,76,0.0479,101.019
Rizzle Kicks,Down With The Trumpets,FALSE,2011,59,0.0806,115.057
Lady Gaga,Born This Way,FALSE,2011,72,0.161,123.907
Nicki Minaj,Super Bass,TRUE,2010,0,0.209,126.991
Mac Miller,Donald Trump,TRUE,2011,61,0.118,162.994
Calvin Harris,Bounce (feat. Kelis) - Radio Edit,FALSE,2012,62,0.0399,127.941
David Guetta,Without You (feat. Usher),FALSE,2012,70,0.0285,127.884
Foster The People,Pumped Up Kicks,FALSE,2011,82,0.0292,127.975
Drake,Headlines,TRUE,2011,74,0.106,151.894
Jessie J,Price Tag,FALSE,2011,73,0.182,175.015
Jason Aldean,Dirt Road Anthem,FALSE,2010,53,0.0352,127.037
Wiz Khalifa,Roll Up,TRUE,2011,63,0.192,125.358
OneRepublic,Good Life,TRUE,2009,72,0.052,94.988
Bad Meets Evil,Lighters,TRUE,2011,68,0.245,90.268
Bruno Mars,The Lazy Song,FALSE,2010,75,0.0699,174.915
Lupe Fiasco,The Show Goes On,TRUE,2011,70,0.115,143.067
James Morrison,I Won't Let You Go,FALSE,2011,64,0.0304,105.955
Jason Derulo,It Girl,FALSE,2011,70,0.0605,91.993
Adele,Someone Like You,FALSE,2011,4,0.028,135.047
Red Hot Chili Peppers,The Adventures of Rain Dance Maggie,FALSE,2011,65,0.029,106.254
Keri Hilson,Pretty Girl Rock,FALSE,2010,67,0.246,160.014
P!nk,F**kin' Perfect,TRUE,2010,60,0.0373,91.964
Blake Shelton,Honey Bee,FALSE,2011,50,0.0385,205.57
Lady Gaga,The Edge Of Glory,FALSE,2011,67,0.041,127.952
Lady A,Just A Kiss,FALSE,2011,63,0.0307,142.881
Hot Chelle Rae,Tonight Tonight,FALSE,2011,73,0.119,99.978
Grouplove,Tongue Tied,FALSE,2011,79,0.0439,112.96
Coldplay,Every Teardrop Is a Waterfall,FALSE,2011,69,0.0396,117.98
Beyoncé,Best Thing I Never Had,FALSE,2011,69,0.0324,99.099
P!nk,Raise Your Glass,TRUE,2010,76,0.0838,122.019
Christina Perri,Jar of Hearts,FALSE,2011,72,0.0316,74.541
Bruno Mars,Marry You,FALSE,2010,75,0.0367,144.905
Lil Wayne,How To Love,FALSE,2011,0,0.0418,153.992
Charlene Soraia,Wherever You Will Go,FALSE,2011,60,0.0334,111.202
Christina Perri,A Thousand Years,FALSE,2011,70,0.0267,139.028
Carly Rae Jepsen,Call Me Maybe,FALSE,2012,78,0.0408,120.021
fun.,We Are Young (feat. Janelle Monáe),FALSE,2012,76,0.075,184.086
Sean Paul,She Doesn't Mind,FALSE,2012,70,0.0693,120.015
Pitbull,International Love (feat. Chris Brown),FALSE,2011,74,0.0499,120.05
DEV,In The Dark,FALSE,2012,52,0.0672,124.954
Adele,Skyfall,FALSE,2012,74,0.0282,75.881
David Guetta,Turn Me On (feat. Nicki Minaj),FALSE,2012,65,0.0591,127.96
