artist,song,explicit,year,popularity,speechiness,tempo,loudness,acousticness,valence
Cashmere Cat,Miss You (with Major Lazer & Tory Lanez),FALSE,2018,56,0.0925,100.028,-5.008,0.000813,0.376
Chris Brown,Don't Wake Me Up,FALSE,2012,62,0.051,127.967,-5.014,0.617,0.574
OneRepublic,Stop And Stare,FALSE,2007,59,0.0332,92.474,-5.018,0.0724,0.382
Kevin Rudolf,Let It Rock,TRUE,2008,66,0.0397,113.172,-5.018,0.0771,0.801
Ricky Martin,Nobody Wants to Be Lonely (with Christina Aguilera),FALSE,2008,52,0.0612,100.851,-5.02,0.00579,0.59
DJ Khaled,I'm On One,TRUE,2011,70,0.318,149.33,-5.02,0.0113,0.833
2 Chainz,It's A Vibe,TRUE,2017,71,0.148,73.003,-5.021,0.0362,0.556
Taio Cruz,Higher,FALSE,2010,61,0.0721,128.027,-5.022,0.352,0.783
Bob Sinclar,Love Generation - Radio Edit,FALSE,2005,49,0.062,128.04,-5.029,0.00647,0.626
Taylor Swift,22,FALSE,2012,68,0.0376,103.987,-5.031,0.31,0.329
Ella Henderson,Ghost,FALSE,2014,63,0.0414,104.975,-5.031,0.31,0.329
Klaxons,Golden Skans,FALSE,2007,65,0.0381,141.955,-5.032,0.166,0.972
Flo Rida,Club Can't Handle Me (feat. David Guetta),FALSE,2010,76,0.0327,127.966,-5.034,0.241,0.641
Wiley,Wearing My Rolex - Radio Edit,FALSE,2008,59,0.135,131.942,-5.035,0.0607,0.585
Lucenzo,Danza Kuduro (feat. Don Omar),FALSE,2011,0,0.112,130.003,-5.035,0.654,0.58
Kid Cudi,Day 'N' Nite (Nightmare),FALSE,2009,72,0.0653,138.018,-5.036,0.431,0.547
Anne-Marie,Alarm,TRUE,2016,57,0.232,146.928,-5.036,0.093,0.104
Kelly Clarkson,Miss Independent,FALSE,2003,47,0.137,175.943,-5.038,0.0811,0.59
Jason Derulo,Don't Wanna Go Home,FALSE,2011,63,0.0652,121.956,-5.039,0.141,0.648
Nickelback,How You Remind Me,FALSE,2001,78,0.033,172.094,-5.042,0.00135,0.543
Dave,Location (feat. Burna Boy),TRUE,2019,78,0.297,109.979,-5.042,0.147,0.755
Calvin Harris,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",TRUE,2017,79,0.0571,101.018,-5.043,0.0293,0.733
DB Boulevard,Point Of View - Radio Edit,FALSE,2018,0,0.0287,129.006,-5.044,0.0826,0.941
Nick Lachey,What's Left Of Me,FALSE,2006,37,0.0375,149.965,-5.045,0.000738,0.566
BØRNS,Electric Love,FALSE,2015,0,0.0889,120.063,-5.046,0.00767,0.131
OPM,Heaven Is a Halfpipe (If I Die),TRUE,2000,56,0.0349,95.9,-5.047,0.000233,0.259
Kanye West,Love Lockdown,FALSE,2008,66,0.0323,119.603,-5.054,0.0902,0.782
MIKA,Grace Kelly,FALSE,2006,69,0.0454,122.229,-5.057,0.00511,0.588
Calvin Harris,Acceptable in the 80's,FALSE,2007,57,0.0511,127.99,-5.063,0.0106,0.767
Ariana Grande,The Way,FALSE,2013,65,0.113,82.324,-5.066,0.41,0.58
The Wanted,Chasing The Sun,FALSE,2012,69,0.0965,128.108,-5.068,0.32,0.658
The Wanted,Glad You Came,FALSE,2011,77,0.0639,126.885,-5.069,0.0048,0.746
Musiq Soulchild,Halfcrazy,FALSE,2002,58,0.18,101.955,-5.074,0.0219,0.919
Audioslave,Like a Stone,FALSE,2002,75,0.0276,107.849,-5.074,0.00202,0.783
Beyoncé,"Me, Myself and I",FALSE,2003,62,0.0803,83.61,-5.074,0.00202,0.783
Sech,Otro Trago,TRUE,2019,71,0.341,176.044,-5.075,0.407,0.536
Creed,My Sacrifice,FALSE,2001,69,0.0504,146.349,-5.076,0.0862,0.924
The Streets,Fit but You Know It,TRUE,2004,58,0.299,172.302,-5.077,0.13,0.501
Adam Lambert,Whataya Want from Me,FALSE,2009,57,0.0429,185.934,-5.077,0.178,0.45
Mis-Teeq,All I Want - Sunship Radio Edit,FALSE,2004,46,0.0835,134.079,-5.079,0.000424,0.786
Junior Senior,Move Your Feet,FALSE,2002,67,0.0803,118.877,-5.08,0.254,0.376
Sunshine Anderson,Heard It All Before,FALSE,2001,56,0.216,96.951,-5.081,0.108,0.347
Fergie,Glamorous,TRUE,2006,64,0.23,130.993,-5.084,0.495,0.821
Nelly Furtado,I'm Like A Bird,FALSE,2000,1,0.036,89.661,-5.085,0.138,0.607
Bastille,Good Grief,FALSE,2016,65,0.0653,120.041,-5.085,0.0281,0.159
Nelly,My Place,TRUE,2004,57,0.0423,163.153,-5.087,0.00277,0.418
Backstreet Boys,Show Me the Meaning of Being Lonely,FALSE,1999,68,0.0252,167.998,-5.088,0.231,0.683
Sean Kingston,Fire Burning,FALSE,2009,71,0.0329,122.973,-5.089,0.0206,0.874
Kasabian,Fire,FALSE,2009,64,0.0311,117.029,-5.09,0.00293,0.0949
Lil Uzi Vert,XO Tour Llif3,TRUE,2017,81,0.231,155.096,-5.092,0.0736,0.501
Ed Sheeran,Shape of You,FALSE,2017,84,0.0802,95.977,-5.093,0.0812,0.811
Major Lazer,Cold Water (feat. Justin Bieber & MØ),FALSE,2016,0,0.0432,92.943,-5.094,0.157,0.422
Nicky Jam,El Perdón - Forgiveness,FALSE,2017,51,0.0357,90.013,-5.095,0.0399,0.682
D12,How Come,TRUE,2004,57,0.237,89.983,-5.096,0.0371,0.886
Trillville,Some Cut,TRUE,2004,50,0.372,84.995,-5.096,0.0218,0.362
Pretty Ricky,Grind With Me,TRUE,2005,63,0.045,136.518,-5.096,0.0485,0.814
Mariah Carey,Touch My Body,FALSE,2008,0,0.0502,78.502,-5.098,0.0149,0.801
Selena Gomez,Good For You,TRUE,2015,0,0.0652,88.928,-5.098,0.0185,0.636
P!nk,True Love (feat. Lily Allen),TRUE,2012,71,0.311,192.205,-5.099,0.0749,0.575
Khia,"My Neck, My Back (Lick It)",TRUE,2015,59,0.13,102.072,-5.103,0.0826,0.195
Pitbull,International Love (feat. Chris Brown),FALSE,2011,74,0.0499,120.05,-5.108,0.00327,0.494
B.o.B,Airplanes (feat. Hayley Williams of Paramore),TRUE,2010,74,0.116,93.033,-5.109,0.0324,0.217
Daddy Yankee,Gasolina,FALSE,2004,11,0.0618,96.009,-5.11,0.000603,0.77
Truth Hurts,Addictive,TRUE,2002,58,0.147,99.271,-5.113,0.0367,0.371
M83,Midnight City,FALSE,2011,76,0.0393,105.013,-5.114,0.138,0.507
Gesaffelstein,Lost in the Fire (feat. The Weeknd),TRUE,2019,84,0.0363,100.966,-5.114,0.0169,0.152
Jennifer Lopez,Love Don't Cost a Thing,FALSE,2001,67,0.0707,97.577,-5.115,0.00305,0.685
Fedde Le Grand,Put Your Hands Up for Detroit - Radio Edit,FALSE,2015,39,0.229,127.919,-5.119,0.000769,0.369
Alicia Keys,A Woman's Worth,FALSE,2001,52,0.158,75.09,-5.122,0.0524,0.572
Limp Bizkit,Behind Blue Eyes,FALSE,2003,70,0.0271,120.315,-5.123,0.00189,0.917
Nicki Minaj,Pound The Alarm,TRUE,2012,64,0.0609,125.055,-5.124,0.3,0.955
JAY-Z,I Just Wanna Love U (Give It 2 Me),TRUE,2000,59,0.24,98.631,-5.125,0.301,0.801
Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)",TRUE,2018,71,0.299,137.133,-5.126,0.0323,0.356
Olly Murs,Troublemaker (feat. Flo Rida),FALSE,2012,0,0.0565,106.008,-5.131,0.00167,0.723
Razorlight,America,FALSE,2006,67,0.0305,90.933,-5.134,0.0088,0.33
The Chainsmokers,Closer,FALSE,2016,83,0.0338,95.01,-5.137,0.0128,0.56
Ne-Yo,Closer,FALSE,2008,65,0.0738,126.027,-5.144,0.0271,0.445
Rita Ora,Anywhere,FALSE,2017,63,0.0596,106.93,-5.145,0.0876,0.395
Sugababes,Hole In The Head,FALSE,2003,57,0.0309,125.011,-5.148,0.23,0.327
Passenger,Let Her Go,FALSE,2012,73,0.0572,75.089,-5.151,0.0111,0.282
Melanie C,Never Be The Same Again,FALSE,1999,61,0.0478,160.067,-5.153,0.0921,0.398
Bow Wow,Bounce With Me (feat. Xscape) - Edited Album Version,FALSE,2000,36,0.168,72.016,-5.153,0.434,0.934
Puddle Of Mudd,Blurry,FALSE,2001,64,0.0562,157.469,-5.153,0.109,0.502
Rascal Flatts,What Hurts The Most,FALSE,2006,69,0.0277,136.002,-5.153,0.000681,0.293
Blue,Sorry Seems To Be The Hardest Word,FALSE,2004,57,0.0305,78.955,-5.157,0.00461,0.453
Alexandra Burke,Hallelujah,FALSE,2009,63,0.0291,182.571,-5.158,0.0912,0.818
Kelly Clarkson,Behind These Hazel Eyes,FALSE,2004,59,0.0382,90.048,-5.16,0.0594,0.184
James Blunt,1973,FALSE,2007,68,0.0269,123.007,-5.165,0.197,0.773
Las Ketchup,The Ketchup Song (Aserejé) - Spanglish Version,FALSE,2002,66,0.0948,184.819,-5.166,0.062,0.491
Chris Brown,Kiss Kiss (feat. T-Pain),FALSE,2007,68,0.225,140.043,-5.166,0.317,0.932
Soulja Boy,Turn My Swag On,FALSE,2008,59,0.0269,150.154,-5.172,0.000941,0.558
Brandy,Another Day in Paradise - R&B-Version,FALSE,2002,50,0.0327,102.043,-5.176,0.00666,0.556
Lilly Wood and The Prick,Prayer in C - Robin Schulz Radio Edit,FALSE,2014,66,0.0258,123.002,-5.177,0.0206,0.417
Michelle Branch,All You Wanted,FALSE,2001,60,0.0286,96.103,-5.178,0.00052,0.221
Rita Ora,R.I.P. (feat. Tinie Tempah),FALSE,2012,46,0.0479,72.022,-5.18,0.00117,0.569
Guru Josh Project,Infinity 2008,FALSE,2011,1,0.0576,127.999,-5.181,0.0368,0.433
Billie Eilish,lovely (with Khalid),FALSE,2018,86,0.0333,115.284,-5.181,0.00261,0.592
The Goo Goo Dolls,Here Is Gone,FALSE,2002,56,0.0322,102.192,-5.191,0.0887,0.858
Lil Wayne,6 Foot 7 Foot,TRUE,2011,1,0.304,79.119,-5.194,0.105,0.575
Rag'n'Bone Man,Human,FALSE,2017,76,0.302,75.087,-5.194,0.023,0.755
The Weeknd,Pray For Me (with Kendrick Lamar),TRUE,2018,69,0.093,100.584,-5.194,0.0041,0.507
Eminem,The Monster,TRUE,2013,75,0.0715,110.049,-5.197,0.0548,0.206
Icona Pop,I Love It,TRUE,2012,51,0.0296,125.953,-5.208,0.000624,0.622
Marshmello,Spotlight,FALSE,2018,71,0.151,150.06,-5.208,0.00638,0.54
Brandy,What About Us?,FALSE,2002,43,0.223,93.118,-5.209,0.0688,0.418
Enrique Iglesias,DUELE EL CORAZON (feat. Wisin),FALSE,2016,68,0.103,91.03,-5.21,0.189,0.493
Dizzee Rascal,Bonkers,FALSE,2011,38,0.22,126.127,-5.215,0.147,0.761
Calvin Harris,Under Control (feat. Hurts),FALSE,2014,72,0.0841,126.094,-5.217,0.0391,0.145
Years & Years,King,FALSE,2015,0,0.0388,119.977,-5.217,0.204,0.743
Daniel Bedingfield,Gotta Get Thru This - D'N'D Radio Edit,FALSE,2002,46,0.0598,133.592,-5.218,0.0148,0.789
Kevin Lyttle,Turn Me On,FALSE,2004,67,0.0361,106.279,-5.218,0.108,0.581
David Guetta,Memories (feat. Kid Cudi),FALSE,2010,76,0.255,129.983,-5.222,0.000354,0.205
The Script,Superheroes,FALSE,2014,74,0.0396,166.996,-5.225,0.392,0.386
The Offspring,"You're Gonna Go Far, Kid",TRUE,2008,78,0.0638,126.115,-5.226,0.073,0.235
AlunaGeorge,I'm In Control,FALSE,2016,0,0.0346,104.013,-5.231,0.0598,0.396
Drake,I'm Upset,TRUE,2018,68,0.343,150.002,-5.232,0.00413,0.216
Clean Bandit,Rather Be (feat. Jess Glynne),FALSE,2014,72,0.0377,120.97,-5.234,0.00518,0.391
Scouting For Girls,This Ain't a Love Song,FALSE,2017,52,0.0451,176.667,-5.237,0.0401,0.535
Post Malone,Goodbyes (Feat. Young Thug),TRUE,2019,1,0.0745,150.231,-5.239,0.0153,0.434
Carrie Underwood,Blown Away,FALSE,2012,63,0.0429,136.991,-5.242,0.0158,0.716
Miguel,Sure Thing,FALSE,2010,78,0.1,81.001,-5.252,0.0181,0.76
Alec Benjamin,Let Me Down Slowly,FALSE,2018,82,0.0318,150.073,-5.253,0.211,0.811
Will Young,Leave Right Now,FALSE,2003,55,0.0368,81.931,-5.263,0.0298,0.429
Floetry,Say Yes,FALSE,2002,57,0.0743,117.901,-5.264,0.362,0.439
Matchbox Twenty,Unwell,FALSE,2002,63,0.0403,80.718,-5.265,0.271,0.446
Migos,Stir Fry,TRUE,2018,72,0.269,181.982,-5.266,0.194,0.261
Fifth Harmony,All In My Head (Flex) (feat. Fetty Wap),FALSE,2016,62,0.053,95.04,-5.267,0.157,0.554
Travis Scott,BUTTERFLY EFFECT,FALSE,2017,0,0.0539,140.987,-5.273,0.253,0.401
Zedd,The Middle,FALSE,2018,80,0.0449,107.01,-5.274,0.501,0.814
Drake,Pop Style,TRUE,2016,63,0.123,133.053,-5.279,0.0371,0.672
Jason Derulo,Wiggle (feat. Snoop Dogg),FALSE,2013,66,0.25,81.946,-5.28,0.0412,0.937
Kesha,Your Love Is My Drug,FALSE,2010,69,0.0982,120.057,-5.283,0.0205,0.329
Toby Keith,As Good As I Once Was,FALSE,2005,67,0.0393,119.075,-5.284,0.248,0.15
Ashanti,Happy,TRUE,2002,61,0.0289,89.488,-5.285,0.00312,0.863
Lloyd,You,FALSE,2007,70,0.47,130.159,-5.285,0.0141,0.287
Cheat Codes,Sex,FALSE,2016,0,0.171,102.42,-5.288,0.0242,0.251
Yolanda Be Cool,We No Speak Americano (JT Radio Edit),FALSE,2010,1,0.0464,124.996,-5.292,4.14E-05,0.74
Kesha,Take It Off,FALSE,2010,68,0.0286,125.036,-5.293,0.0383,0.272
Manic Street Preachers,Your Love Alone Is Not Enough (feat. Nina Persson),FALSE,2007,53,0.0459,126.766,-5.295,0.205,0.254
The Weeknd,Can't Feel My Face,FALSE,2015,79,0.0425,107.949,-5.298,0.0166,0.654
FINNEAS,Let's Fall in Love for the Night,TRUE,2018,71,0.104,127.921,-5.298,0.0338,0.694
Stereophonics,Dakota,FALSE,2005,69,0.0675,146.994,-5.299,0.16,0.604
Galantis,No Money,FALSE,2016,67,0.0397,126.01,-5.303,0.634,0.437
50 Cent,In Da Club,TRUE,2003,81,0.366,90.051,-5.305,0.0277,0.868
Ayo & Teo,Rolex,FALSE,2017,69,0.04,144.946,-5.307,0.372,0.709
Amerie,1 Thing,FALSE,2008,52,0.332,125.085,-5.308,0.0319,0.666
Liam Payne,For You (Fifty Shades Freed) (& Rita Ora),FALSE,2018,62,0.0331,113,-5.309,0.134,0.272
Sigala,Wish You Well,FALSE,2019,64,0.0575,124.975,-5.313,0.132,0.91
Cardi B,I Like It,TRUE,2018,79,0.129,136.048,-5.314,0.0611,0.168
Arctic Monkeys,When The Sun Goes Down,TRUE,2006,72,0.199,169.152,-5.316,0.000182,0.779
Drake,Too Good,TRUE,2016,74,0.104,117.996,-5.32,0.0612,0.297
Bruno Mars,Finesse - Remix; feat. Cardi B,FALSE,2017,74,0.0996,105.115,-5.32,0.0305,0.188
David Guetta,Play Hard (feat. Ne-Yo & Akon),FALSE,2012,69,0.0533,130.072,-5.324,0.0991,0.437
Ed Sheeran,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",FALSE,2013,71,0.0397,152.037,-5.324,0.0064,0.284
Busta Rhymes,I Know What You Want (feat. Flipmode Squad),TRUE,2002,68,0.306,85.996,-5.328,0.691,0.362
J Balvin,Mi Gente,FALSE,2017,53,0.0914,104.237,-5.331,0.0199,0.213
Charlie Puth,How Long,FALSE,2018,72,0.0778,109.974,-5.335,0.176,0.163
Mariah Carey,We Belong Together,FALSE,2005,69,0.0629,139.987,-5.337,0.261,0.819
Orson,No Tomorrow,FALSE,2006,46,0.0691,124.082,-5.338,0.0113,0.685
Example,Changed the Way You Kiss Me - Radio Edit,FALSE,2011,42,0.041,126.979,-5.346,0.135,0.596
Jessie J,Bang Bang,FALSE,2014,77,0.091,150.028,-5.346,0.0141,0.247
SAYGRACE,You Don't Own Me (feat. G-Eazy),FALSE,2015,55,0.102,186.394,-5.346,0.0141,0.247
Eamon,Fuck It (I Don't Want You Back),TRUE,2004,64,0.0653,68.507,-5.348,0.0128,0.639
Eminem,Not Afraid,TRUE,2010,79,0.264,114.635,-5.348,0.665,0.691
Jason Derulo,Tip Toe (feat. French Montana),FALSE,2017,64,0.0714,98.062,-5.35,0.00459,0.649
Katy Perry,Unconditionally,FALSE,2013,0,0.0387,129.003,-5.351,0.00137,0.0381
Bow Wow,Let Me Hold You (feat. Omarion),FALSE,2005,62,0.199,151.518,-5.352,0.0964,0.663
Taylor Swift,Blank Space,FALSE,2014,82,0.054,95.997,-5.352,0.0192,0.625
Diddy,Come to Me (feat. Nicole Scherzinger),TRUE,2006,55,0.0756,96.998,-5.354,0.00206,0.382
The Lumineers,Ophelia,FALSE,2016,0,0.0286,76.026,-5.355,0.00835,0.566
5 Seconds of Summer,She Looks So Perfect,FALSE,2014,74,0.132,160.025,-5.356,0.0219,0.78
Christina Perri,human,FALSE,2013,59,0.0368,143.808,-5.358,0.00264,0.281
Destiny's Child,Soldier (feat. T.I. & Lil' Wayne),FALSE,2004,63,0.361,77.49,-5.367,0.0297,0.812
Fall Out Boy,"Dance, Dance",FALSE,2005,74,0.154,114.452,-5.369,0.00461,0.493
PARTYNEXTDOOR,Not Nice,FALSE,2016,62,0.0804,128.06,-5.371,0.0863,0.163
Jamiroquai,Little L,FALSE,2001,65,0.129,121.906,-5.373,0.168,0.904
Iyaz,Replay,FALSE,2009,75,0.0708,91.031,-5.379,0.0134,0.424
Britney Spears,Everytime,FALSE,2003,63,0.0337,109.599,-5.384,0.102,0.756
Flo Rida,GDFR (feat. Sage the Gemini & Lookas),FALSE,2015,49,0.0734,145.889,-5.384,0.0647,0.942
Sandi Thom,I Wish I Was a Punk Rocker (with Flowers in My Hair),FALSE,2006,61,0.358,108.102,-5.386,0.0208,0.238
50 Cent,Candy Shop,TRUE,2005,79,0.466,125.173,-5.395,0.00232,0.667
Foster The People,Pumped Up Kicks,FALSE,2011,82,0.0292,127.975,-5.399,0.0182,0.272
Emma Bunton,What Took You So Long?,FALSE,2001,54,0.0307,118.011,-5.4,0.123,0.911
MNEK,Never Forget You,FALSE,2015,45,0.0457,145.992,-5.402,0.0506,0.95
DJ Snake,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",TRUE,2019,70,0.228,95.881,-5.402,0.00263,0.508
Nicky Jam,X,FALSE,2019,74,0.056,179.968,-5.404,0.0814,0.471
Drake,Best I Ever Had,TRUE,2010,54,0.33,162.161,-5.406,0.0185,0.875
Snoop Dogg,Drop It Like It's Hot,TRUE,2004,39,0.216,92.063,-5.409,0.00331,0.846
Panic! At The Disco,I Write Sins Not Tragedies,FALSE,2005,70,0.14,169.961,-5.409,0.00185,0.594
Usher,DJ Got Us Fallin' In Love (feat. Pitbull),FALSE,2010,79,0.109,119.963,-5.412,0.0187,0.4
Drake,Hotline Bling,FALSE,2016,77,0.0551,134.966,-5.412,0.103,0.57
Jeezy,Put On,TRUE,2008,69,0.0353,137.616,-5.415,0.0209,0.167
Marc Anthony,You Sang To Me,FALSE,1999,56,0.0296,165.98,-5.42,0.0103,0.741
Céline Dion,That's the Way It Is,FALSE,1999,64,0.0434,93.04,-5.424,0.154,0.577
Musiq Soulchild,Love,FALSE,2000,0,0.0499,99.738,-5.424,0.124,0.764
M.O.P.,Cold as Ice,TRUE,2000,54,0.143,85.565,-5.425,0.0421,0.758
Eminem,Love The Way You Lie,TRUE,2010,81,0.227,86.989,-5.426,0.0782,0.362
Jimmy Eat World,The Middle,FALSE,2001,78,0.0526,162.152,-5.428,0.0371,0.903
Ludacris,Rollout (My Business),TRUE,2001,60,0.235,131.059,-5.428,0.00192,0.52
Lupe Fiasco,The Show Goes On,TRUE,2011,70,0.115,143.067,-5.429,0.0007,0.606
S Club 7,Have You Ever,FALSE,2001,60,0.0325,139.909,-5.431,0.136,0.646
Daniel Bedingfield,If You're Not The One,FALSE,2002,58,0.0292,119.998,-5.433,0.00935,0.584
Lemar,If There's Any Justice,FALSE,2004,46,0.0453,89.993,-5.435,0.182,0.777
Enrique Iglesias,Be With You,FALSE,1999,54,0.0329,121.996,-5.436,0.0395,0.542
Natti Natasha,Criminal,FALSE,2017,74,0.0561,79.997,-5.436,0.441,0.248
T-Pain,Buy U a Drank (Shawty Snappin') (feat. Yung Joc),FALSE,2007,2,0.262,80.001,-5.438,0.0258,0.877
Finger Eleven,Paralyzer,FALSE,2007,73,0.0456,106.031,-5.44,0.0828,0.418
Nelly,Hey Porsche,TRUE,2013,57,0.029,115.995,-5.441,0.00616,0.763
Britney Spears,Oops!...I Did It Again,FALSE,2000,77,0.0437,95.053,-5.444,0.3,0.894
NF,Let You Down,FALSE,2017,79,0.121,147.997,-5.445,0.0575,0.595
Bow Wow,Outta My System (feat. T-Pain & Johntá Austin),FALSE,2006,57,0.183,83.998,-5.446,0.189,0.821
G-Eazy,Him & I,TRUE,2017,0,0.0868,87.908,-5.446,0.152,0.896
Mis-Teeq,Scandalous - U.S. Radio Edit,FALSE,2004,59,0.0349,99.971,-5.448,0.00733,0.96
Lil Wayne,Love Me,TRUE,2013,68,0.0327,124.906,-5.448,0.00657,0.286
Sheppard,Geronimo,FALSE,2014,0,0.0783,142.016,-5.449,0.0966,0.114
Justin Bieber,Love Yourself,FALSE,2015,0,0.438,100.418,-5.449,0.0966,0.114
T2,Heartbroken - Edit,FALSE,2017,59,0.0329,139.986,-5.454,0.0143,0.942
Eminem,"Lose Yourself - From ""8 Mile"" Soundtrack",TRUE,2004,77,0.264,171.355,-5.455,0.0553,0.193
Enrique Iglesias,I Like It,FALSE,2010,63,0.0878,129.007,-5.455,0.541,0.751
The Neighbourhood,Sweater Weather,FALSE,2013,89,0.0336,124.053,-5.456,0.0159,0.521
Demi Lovato,Cool for the Summer,TRUE,2015,0,0.0386,114.101,-5.456,0.0159,0.521
Fragma,Everytime You Need Me - Radio Version,FALSE,2001,50,0.0318,137.029,-5.459,0.15,0.79
David Banner,Play,TRUE,2005,52,0.126,95.027,-5.461,0.0508,0.749
Duffy,Mercy,FALSE,2008,69,0.0332,129.911,-5.466,0.151,0.851
Avicii,Hey Brother,FALSE,2013,2,0.0436,125.014,-5.469,0.00521,0.76
Flo Rida,Whistle,FALSE,2012,77,0.0453,103.976,-5.473,0.0524,0.602
Bobby Shmurda,Hot N*gga,TRUE,2014,73,0.42,167.879,-5.473,0.00242,0.369
Meghan Trainor,NO,FALSE,2017,69,0.213,92.134,-5.474,0.0362,0.395
Jibbs,Chain Hang Low,TRUE,2006,56,0.262,157.147,-5.476,0.0553,0.75
Fabolous,Can't Let You Go (feat. Mike Shorey & Lil' Mo),TRUE,2003,61,0.458,192.082,-5.477,0.00797,0.516
Jim Jones,We Fly High,TRUE,2006,0,0.298,120.226,-5.477,0.0185,0.688
Zay Hilfigerrr,Juju on That Beat (TZ Anthem),FALSE,2016,57,0.275,160.517,-5.482,0.0651,0.52
Rob $tone,Chill Bill (feat. J. Davi$ & Spooks),TRUE,2016,76,0.145,108.034,-5.488,0.019,0.446
OneRepublic,Wherever I Go,FALSE,2016,70,0.0425,99.961,-5.488,0.00795,0.398
Dizzee Rascal,Dance Wiv Me - Radio Edit,FALSE,2011,68,0.0451,111.996,-5.503,0.0213,0.354
Ne-Yo,Mad,FALSE,2008,64,0.0343,129.94,-5.507,0.0444,0.711
Bruno Mars,Grenade,FALSE,2010,78,0.0542,110.444,-5.507,0.0444,0.711
Charlie Puth,Done for Me (feat. Kehlani),FALSE,2018,67,0.074,112.009,-5.507,0.04,0.354
Gorgon City,Ready For Your Love,FALSE,2014,61,0.154,121.939,-5.51,0.0179,0.893
Kanye West,Black Skinhead,TRUE,2013,0,0.322,130.089,-5.52,0.128,0.189
The Weeknd,I Feel It Coming,FALSE,2016,78,0.118,92.987,-5.52,0.0234,0.686
M.O,Bad Vibe,FALSE,2018,54,0.0449,110.009,-5.52,0.0234,0.686
Jessie J,Do It Like A Dude,TRUE,2011,57,0.049,140.036,-5.521,0.0198,0.447
Charlene Soraia,Wherever You Will Go,FALSE,2011,60,0.0334,111.202,-5.522,0.336,0.445
WILLOW,Wait a Minute!,FALSE,2015,86,0.0278,101.003,-5.526,0.113,0.583
Gareth Gates,Unchained Melody,FALSE,2003,35,0.0277,106.52,-5.529,0.141,0.923
Coldplay,In My Place,FALSE,2002,72,0.0278,144.636,-5.529,0.00138,0.17
Jaheim,Put That Woman First,TRUE,2002,55,0.132,78.935,-5.531,0.0305,0.887
Chris Brown,Turn Up the Music,FALSE,2012,64,0.102,129.925,-5.542,0.127,0.775
BTS,Boy With Luv (feat. Halsey),FALSE,2019,35,0.0965,119.991,-5.545,0.174,0.137
Rihanna,Needed Me,TRUE,2016,80,0.244,110.898,-5.556,0.223,0.189
Playboi Carti,Magnolia,TRUE,2017,77,0.286,162.991,-5.556,0.223,0.189
Eminem,Crack A Bottle,TRUE,2009,70,0.186,169.561,-5.557,0.0465,0.369
Fergie,London Bridge,TRUE,2006,57,0.357,90.951,-5.559,0.00798,0.794
Tones And I,Dance Monkey,FALSE,2019,78,0.0924,98.027,-5.56,0.0533,0.639
Ciara,Get Up (feat. Chamillionaire),FALSE,2006,59,0.109,128.593,-5.562,0.0584,0.964
Avant,Separated,FALSE,2000,55,0.0276,108.241,-5.564,0.247,0.643
Lady Gaga,Poker Face,FALSE,2008,77,0.0787,118.999,-5.564,0.358,0.611
Fort Minor,Remember the Name (feat. Styles of Beyond),TRUE,2005,73,0.0911,84.858,-5.572,0.0195,0.623
Mario Winans,I Don't Wanna Know (feat. Enya & P. Diddy) - 2016 Remaster,FALSE,2016,66,0.0462,97.007,-5.576,0.0374,0.278
LMFAO,Sexy And I Know It,FALSE,2011,67,0.316,130.021,-5.576,0.00034,0.739
Otto Knows,Million Voices - Radio Edit,FALSE,2012,0,0.041,125.946,-5.576,0.02,0.735
The Pussycat Dolls,I Hate This Part,FALSE,2008,64,0.0317,111.572,-5.582,0.0336,0.542
Robbie Williams,Somethin' Stupid,FALSE,2001,64,0.0261,106.191,-5.586,0.0216,0.828
P!nk,F**kin' Perfect,TRUE,2010,60,0.0373,91.964,-5.589,0.187,0.266
Mariah Carey,Obsessed,FALSE,2009,66,0.0625,86.443,-5.59,0.0912,0.762
Jeremih,oui,FALSE,2015,77,0.0964,78.521,-5.593,0.00441,0.319
Shinedown,Second Chance,FALSE,2008,67,0.0333,100.011,-5.594,0.257,0.716
Calvin Harris,Outside (feat. Ellie Goulding),FALSE,2014,78,0.0394,128.035,-5.595,0.00245,0.487
Fall Out Boy,Centuries,FALSE,2015,80,0.0729,176.042,-5.595,0.00106,0.375
The Chainsmokers,Don't Let Me Down,FALSE,2016,79,0.172,159.803,-5.595,0.00245,0.487
Kendrick Lamar,All The Stars (with SZA),TRUE,2018,80,0.0597,96.924,-5.595,0.246,0.527
Mariah Carey,Against All Odds (Take A Look at Me Now) (feat. Westlife),FALSE,2011,0,0.0315,117.338,-5.599,0.584,0.373
Tory Lanez,Say It,TRUE,2016,73,0.0583,107.331,-5.599,0.414,0.661
Atomic Kitten,The Tide Is High - Radio Mix,FALSE,2002,65,0.0322,103.997,-5.601,0.0011,0.601
Ashanti,Foolish,TRUE,2002,70,0.0532,90.119,-5.603,0.0778,0.584
Dido,White Flag,FALSE,2003,44,0.0401,169.951,-5.603,0.0778,0.584
Alexandra Burke,Bad Boys (feat. Flo Rida),FALSE,2009,57,0.0538,140.029,-5.603,0.295,0.446
