artist,song,explicit,year,popularity,speechiness,tempo,loudness,acousticness,valence
Ariana Grande,Dangerous Woman,FALSE,2016,0,0.0385,134.052,-3.669,0.0797,0.41
Kygo,Stole the Show,FALSE,2016,0,0.171,99.886,-3.669,0.0797,0.41
Nicki Minaj,Super Bass,TRUE,2010,0,0.209,126.991,-3.672,0.0491,0.375
Snoop Dogg,Sensual Seduction,FALSE,2007,56,0.0682,120.163,-3.674,0.116,0.599
Drake,Take Care,TRUE,2011,75,0.265,121.845,-3.674,0.0679,0.301
MIKA,Love Today,FALSE,2006,57,0.0664,124.484,-3.677,0.00272,0.731
Mariah Carey,It's Like That,FALSE,2005,0,0.0514,95.953,-3.68,0.00394,0.506
JAY-Z,Holy Grail,TRUE,2013,62,0.0831,145.082,-3.68,0.0525,0.624
Akon,Lonely,TRUE,2004,21,0.0352,90.098,-3.681,0.0141,0.365
Jason Aldean,Big Green Tractor,FALSE,2009,50,0.0289,137.077,-3.684,0.0115,0.636
Hoobastank,The Reason,FALSE,2003,79,0.029,82.952,-3.685,0.00043,0.609
David Guetta,Titanium (feat. Sia),FALSE,2012,79,0.103,126.062,-3.686,0.0403,0.591
Taylor Swift,I Knew You Were Trouble.,FALSE,2012,76,0.0363,77.019,-3.686,0.106,0.236
Sugababes,About You Now,FALSE,2007,66,0.0378,82.499,-3.688,0.00144,0.886
Lil Wayne,How To Love,FALSE,2011,0,0.0418,153.992,-3.689,0.00472,0.877
Alex Clare,Too Close,FALSE,2011,60,0.0387,126.027,-3.689,0.015,0.965
Lana Del Rey,Doin' Time,TRUE,2019,80,0.0355,144.982,-3.692,0.193,0.697
Halsey,Bad At Love,FALSE,2017,72,0.0296,118.384,-3.695,0.354,0.82
Hinder,Better Than Me,FALSE,2019,30,0.029,139.913,-3.696,0.0982,0.706
Jon Bellion,All Time Low,TRUE,2016,70,0.0828,90.246,-3.697,0.0525,0.593
E-40,U and Dat (feat. T. Pain & Kandi Girl),TRUE,2006,63,0.277,99.992,-3.708,0.0714,0.902
Luis Fonsi,Despacito (Featuring Daddy Yankee),FALSE,2017,0,0.17,177.833,-3.713,0.355,0.673
B Young,Jumanji,FALSE,2018,60,0.25,95.948,-3.714,0.00513,0.446
Megan Thee Stallion,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),TRUE,2019,69,0.155,98.985,-3.714,0.00513,0.446
David Guetta,Lovers on the Sun (feat. Sam Martin),FALSE,2014,50,0.0387,124.915,-3.715,0.00262,0.748
JoJo,Leave (Get Out) - Radio Edit,FALSE,2005,49,0.253,86.891,-3.716,0.0756,0.662
Asher Roth,I Love College,TRUE,2009,62,0.243,86.444,-3.716,0.0116,0.628
Miley Cyrus,Can't Be Tamed,FALSE,2010,0,0.144,116.98,-3.724,0.00379,0.816
Burak Yeter,Tuesday (feat. Danelle Sandoval),FALSE,2016,72,0.0688,99.002,-3.724,0.213,0.604
Milky Chance,Stolen Dance,FALSE,2014,73,0.0378,114.016,-3.726,0.0573,0.961
Cascada,Everytime We Touch - Radio Edit,FALSE,2011,0,0.0555,142.019,-3.727,0.0492,0.782
Rihanna,Where Have You Been,FALSE,2011,71,0.0916,127.963,-3.727,0.227,0.402
Lady Gaga,Telephone,FALSE,2009,69,0.0404,122.014,-3.729,0.00446,0.425
Flume,Say It,TRUE,2016,53,0.0322,75.255,-3.739,0.0241,0.422
Arctic Monkeys,Brianstorm,FALSE,2007,67,0.191,165.182,-3.74,0.00554,0.418
Boys Like Girls,Love Drunk,FALSE,2009,64,0.141,150.005,-3.742,0.0163,0.514
Machine Gun Kelly,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",FALSE,2017,71,0.213,82.034,-3.744,0.242,0.486
Mary J. Blige,Family Affair,FALSE,2001,76,0.0449,92.887,-3.75,0.132,0.969
Sam Smith,Money On My Mind,FALSE,2014,62,0.179,133.912,-3.752,0.167,0.738
Ariana Grande,Love Me Harder,FALSE,2014,74,0.0334,98.992,-3.753,0.192,0.519
Fabolous,Throw It In The Bag,TRUE,2009,59,0.0473,172.049,-3.755,0.00314,0.714
Sean Kingston,Eenie Meenie,FALSE,2010,74,0.0322,121.223,-3.755,0.00314,0.714
Foo Fighters,Best of You,FALSE,2005,76,0.0696,130.198,-3.756,0.000932,0.385
Calvin Harris,Blame (feat. John Newman),FALSE,2014,75,0.0808,128.024,-3.763,0.0098,0.765
Lil Jon & The East Side Boyz,Lovers And Friends,TRUE,2004,66,0.22,139.861,-3.768,0.258,0.379
Christina Aguilera,"Lady Marmalade - From ""Moulin Rouge"" Soundtrack",FALSE,2001,68,0.0534,109.919,-3.769,0.0144,0.653
Skillet,Monster,FALSE,2009,75,0.0741,134.992,-3.774,0.266,0.964
Kelly Rowland,Motivation,FALSE,2011,65,0.0418,140.889,-3.78,0.00548,0.188
Jamie Foxx,Blame It,TRUE,2008,65,0.103,176.052,-3.781,0.0185,0.795
Destiny's Child,"Independent Women, Pt. 1",FALSE,2001,65,0.206,97.954,-3.782,0.362,0.927
Jennifer Lopez,I'm Real (feat. Ja Rule) - Murder Remix,TRUE,2001,66,0.151,83.46,-3.782,0.362,0.927
Bruno Mars,Treasure,TRUE,2012,78,0.0431,116.017,-3.782,0.332,0.638
Petit Biscuit,Sunset Lover,FALSE,2015,71,0.0503,90.838,-3.782,0.0375,0.751
Lana Del Rey,Lust for Life (with The Weeknd),FALSE,2017,0,0.0582,99.979,-3.791,0.0117,0.405
OneRepublic,Good Life,TRUE,2009,72,0.052,94.988,-3.796,0.00125,0.765
Fat Joe,Get It Poppin' (feat. Nelly) - Radio Version,FALSE,2005,41,0.372,100.813,-3.798,0.209,0.254
Lorde,Team,FALSE,2013,76,0.0929,99.961,-3.799,0.103,0.357
Britney Spears,Overprotected - Radio Edit,FALSE,2001,61,0.0727,95.992,-3.802,0.00287,0.749
Drake,One Dance,FALSE,2016,84,0.0536,103.967,-3.803,0.0244,0.817
Galantis,Runaway (U & I),FALSE,2015,74,0.0469,126.008,-3.823,0.0457,0.468
N.E.R.D,She Wants To Move,FALSE,2004,57,0.0786,115.012,-3.832,0.169,0.676
Mariah Carey,Don't Forget About Us - Radio Edit,FALSE,2005,0,0.0395,143.555,-3.832,0.169,0.676
Tove Lo,Habits (Stay High),FALSE,2014,74,0.0315,110.003,-3.835,0.00351,0.748
T-Pain,Can't Believe It (feat. Lil' Wayne),FALSE,2008,0,0.049,89.828,-3.836,0.00221,0.79
Kendrick Lamar,Swimming Pools (Drank) - Extended Version,TRUE,2012,63,0.404,74.132,-3.839,0.0189,0.65
Mike Perry,The Ocean (feat. Shy Martin),FALSE,2016,70,0.029,90.037,-3.839,0.256,0.656
Frankie J,Don't Wanna Try,FALSE,2003,49,0.0348,130.127,-3.846,0.349,0.895
Owl City,Good Time,FALSE,2012,77,0.14,126.05,-3.85,0.00225,0.588
Jason Derulo,In My Head,FALSE,2010,65,0.033,110.009,-3.859,0.0173,0.567
No Doubt,Underneath It All,FALSE,2001,27,0.0684,138.202,-3.862,0.323,0.268
Chris Brown,Look At Me Now (feat. Lil' Wayne & Busta Rhymes),TRUE,2011,71,0.184,146.155,-3.862,0.00334,0.812
AJR,Weak,FALSE,2017,0,0.0429,123.98,-3.862,0.075,0.782
Flo Rida,"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)",FALSE,2015,67,0.141,118.004,-3.863,0.31,0.613
Big Sean,I Don't Fuck With You,TRUE,2015,75,0.0613,97.972,-3.865,0.063,0.594
Basshunter,All I Ever Wanted - Radio Edit,FALSE,2008,65,0.0508,144.954,-3.866,0.689,0.85
Swedish House Mafia,Save The World,FALSE,2011,65,0.0474,126.879,-3.87,0.0761,0.922
J. Holiday,Suffocate - Superclean,FALSE,2007,58,0.361,82.82,-3.871,0.00076,0.172
Red Hot Chili Peppers,The Adventures of Rain Dance Maggie,FALSE,2011,65,0.029,106.254,-3.873,0.0319,0.452
Ariana Grande,"break up with your girlfriend, i'm bored",TRUE,2019,76,0.0917,169.999,-3.874,0.0161,0.717
Arctic Monkeys,I Bet You Look Good On The Dancefloor,FALSE,2006,71,0.0356,103.183,-3.881,0.0014,0.289
Bad Meets Evil,Lighters,TRUE,2011,68,0.245,90.268,-3.882,0.00408,0.445
James Blunt,Goodbye My Lover,FALSE,2005,67,0.0512,89.567,-3.887,0.0805,0.883
Pitbull,I Know You Want Me (Calle Ocho),FALSE,2009,59,0.149,127.045,-3.887,0.0448,0.659
MGMT,Little Dark Age,FALSE,2018,81,0.0385,97.512,-3.887,0.00205,0.53
Usher,More - RedOne Jimmy Joker Remix,FALSE,2010,67,0.0543,125.083,-3.891,0.00681,0.756
Plies,"Bust It Baby, Pt. 2 (feat. Ne-Yo)",TRUE,2008,61,0.167,78.946,-3.892,0.203,0.682
XXXTENTACION,SAD!,TRUE,2018,82,0.145,75.023,-3.892,0.00381,0.78
Fuel,Hemorrhage (In My Hands),FALSE,2000,49,0.0404,152.034,-3.894,0.000127,0.332
Maroon 5,Misery,FALSE,2010,67,0.0424,102.978,-3.896,0.0346,0.586
Avril Lavigne,What the Hell,FALSE,2011,74,0.0548,149.976,-3.896,0.0346,0.586
Charli Baltimore,Down 4 U,TRUE,2002,47,0.32,83.133,-3.9,0.232,0.721
Wheatus,Teenage Dirtbag,TRUE,1999,71,0.0495,94.661,-3.904,0.346,0.633
Shop Boyz,Party Like A Rock Star,TRUE,2007,61,0.0395,144.972,-3.904,0.168,0.815
Rihanna,What's My Name?,FALSE,2010,66,0.069,100.025,-3.911,0.0283,0.473
Nickelback,Gotta Be Somebody,FALSE,2008,62,0.0601,115.998,-3.912,0.0105,0.747
Amanda Perez,Angel,FALSE,2003,48,0.0473,143.772,-3.914,0.103,0.694
Gwen Stefani,What You Waiting For?,FALSE,2004,60,0.0628,136.027,-3.914,0.0249,0.924
Lily Allen,Smile,TRUE,2006,68,0.0259,95.506,-3.918,0.0232,0.879
The-Dream,Rockin' That Shit,TRUE,2009,62,0.0422,78.005,-3.919,0.0476,0.879
Rihanna,Disturbia,FALSE,2008,76,0.0571,124.921,-3.921,0.191,0.168
Eric Prydz,Call on Me - Radio Mix,FALSE,2004,72,0.375,126.342,-3.925,0.0154,0.385
Taylor Swift,Style,FALSE,2014,61,0.0402,94.933,-3.927,0.00125,0.411
A Boogie Wit da Hoodie,Swervin (feat. 6ix9ine),TRUE,2018,75,0.303,93.023,-3.928,0.0387,0.454
Bruno Mars,Talking to the Moon,FALSE,2010,76,0.032,145.867,-3.932,0.00144,0.375
Evanescence,Bring Me To Life,FALSE,2003,79,0.0698,94.612,-3.935,0.0526,0.651
Florida Georgia Line,Cruise,FALSE,2012,57,0.0354,148,-3.939,0.0525,0.517
Tom Jones,Sexbomb,FALSE,1999,65,0.0446,122.979,-3.94,0.144,0.932
Disclosure,White Noise,FALSE,2013,54,0.0501,119.978,-3.94,0.0034,0.689
Katy Perry,Dark Horse,FALSE,2013,74,0.0512,131.934,-3.942,0.197,0.582
Usher,Pop Ya Collar - Radio Edit,FALSE,2016,26,0.0946,106.957,-3.944,0.0901,0.866
Skrillex,Bangarang (feat. Sirah),TRUE,2011,70,0.196,110.026,-3.945,0.0294,0.668
Lloyd Banks,On Fire,TRUE,2004,61,0.22,94.857,-3.947,0.177,0.672
Drake,Nonstop,TRUE,2018,77,0.123,154.983,-3.949,0.0853,0.297
Selena Gomez & The Scene,Who Says,FALSE,2011,76,0.0479,101.019,-3.951,0.14,0.876
Doja Cat,Juicy,TRUE,2019,57,0.0661,170.037,-3.953,0.0364,0.321
Faith Evans,I Love You,FALSE,2001,53,0.0926,168.004,-3.954,0.0135,0.844
Plies,Hypnotized (feat. Akon),TRUE,2007,66,0.0797,116.59,-3.956,7.95E-05,0.861
JAY-Z,03' Bonnie & Clyde,TRUE,2002,71,0.314,89.64,-3.966,0.0637,0.561
Jessie J,Price Tag,FALSE,2011,73,0.182,175.015,-3.966,0.109,0.258
Lady Gaga,Bad Romance,TRUE,2009,80,0.0363,119.001,-3.97,0.131,0.306
Jagged Edge,He Can't Love U,FALSE,2000,55,0.206,126.279,-3.972,0.112,0.508
Sean Kingston,Take You There,FALSE,2008,65,0.0696,115.033,-3.973,0.003,0.504
3OH!3,DONTTRUSTME,TRUE,2008,70,0.254,130.012,-3.973,0.113,0.397
Green Day,American Idiot,TRUE,2004,77,0.0639,186.113,-3.974,0.000138,0.632
ZAYN,Dusk Till Dawn (feat. Sia) - Radio Edit,FALSE,2017,77,0.0386,180.042,-3.974,0.0783,0.327
Missy Elliott,Gossip Folks (feat. Ludacris),TRUE,2002,57,0.505,121.732,-3.977,0.15,0.891
Professor Green,Read All About It,TRUE,2011,39,0.0434,100.963,-3.982,0.0294,0.321
Keyshia Cole,Last Night,FALSE,2007,60,0.0623,121.006,-3.988,0.00133,0.961
Lil Wayne,A Milli,TRUE,2008,69,0.278,151.486,-3.988,0.00133,0.961
Ariana Grande,One Last Time,FALSE,2014,79,0.0323,125.026,-3.991,0.0012,0.355
Marshmello,Happier,FALSE,2018,82,0.0452,100.015,-3.998,0.099,0.65
Lykke Li,I Follow Rivers - The Magician Remix,FALSE,2011,51,0.0395,122.019,-4.003,0.000665,0.841
Swedish House Mafia,One (Your Name) - Radio Edit,FALSE,2010,63,0.0333,125.061,-4.006,0.0014,0.424
Little Mix,Black Magic,FALSE,2015,1,0.0619,111.987,-4.01,0.0223,0.438
MØ,Final Song,FALSE,2016,66,0.0345,104.988,-4.01,0.0223,0.438
Ricky Martin,She Bangs - English Version,FALSE,2000,60,0.0806,143.866,-4.012,0.000915,0.858
Madonna,4 Minutes (feat. Justin Timberlake & Timbaland),FALSE,2009,71,0.0652,113.029,-4.012,0.00166,0.505
Ciara,Oh (feat. Ludacris),FALSE,2004,61,0.0506,128.29,-4.013,0.448,0.52
Jonas Blue,Perfect Strangers,FALSE,2016,0,0.0487,117.986,-4.014,0.0282,0.803
David Guetta,Where Them Girls At (feat. Nicki Minaj & Flo Rida),TRUE,2012,72,0.0414,129.884,-4.02,0.128,0.578
Naughty Boy,La La La,FALSE,2013,58,0.0316,124.988,-4.023,0.000802,0.864
Shawn Mendes,Stitches,FALSE,2015,78,0.0676,149.882,-4.023,0.00563,0.547
B.o.B,Nothin' on You (feat. Bruno Mars),FALSE,2010,74,0.0493,103.993,-4.024,0.0436,0.557
Tinie Tempah,Girls Like (feat. Zara Larsson),TRUE,2016,62,0.049,120.028,-4.031,0.0804,0.359
Dennis Lloyd,Nevermind,FALSE,2017,74,0.201,99.977,-4.031,0.0605,0.716
Ne-Yo,Because Of You,FALSE,2007,74,0.0356,109.97,-4.032,0.123,0.674
DJ Snake,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",TRUE,2018,76,0.228,95.881,-4.035,0.381,0.966
Tame Impala,The Less I Know The Better,TRUE,2015,83,0.0284,116.879,-4.036,0.000704,0.69
Mike Posner,I Took A Pill In Ibiza - Seeb Remix,TRUE,2016,77,0.111,101.969,-4.038,0.041,0.197
Eve,Gangsta Lovin',TRUE,2002,58,0.0608,94.332,-4.039,0.0243,0.854
Wyclef Jean,"Sweetest Girl (Dollar Bill) (feat. Akon, Lil' Wayne & Niia)",FALSE,2007,56,0.0553,92.515,-4.04,0.000917,0.365
Blanco Brown,The Git Up,FALSE,2019,69,0.109,97.984,-4.045,0.101,0.101
JAY-Z,Empire State Of Mind,TRUE,2009,82,0.392,173.585,-4.046,0.191,0.452
Kesha,TiK ToK,FALSE,2010,80,0.142,120.028,-4.046,0.000202,0.411
K-Ci & JoJo,Crazy,FALSE,2019,30,0.0258,116.097,-4.051,0.0178,0.697
Nicki Minaj,Bed Of Lies,TRUE,2014,53,0.194,86.01,-4.052,0.00129,0.383
*NSYNC,Gone,FALSE,2001,45,0.0614,113.922,-4.054,0.00189,0.0824
Chris Brown,Fine China,FALSE,2013,0,0.056,104.038,-4.059,0.0217,0.684
Coldplay,Viva La Vida,FALSE,2008,80,0.0287,138.015,-4.061,0.0253,0.418
A Boogie Wit da Hoodie,Drowning (feat. Kodak Black),TRUE,2017,0,0.0568,129.014,-4.061,0.0239,0.8
Diddy,I Need a Girl (Pt. 1) [feat. Usher & Loon],FALSE,2005,63,0.208,89.279,-4.062,0.00981,0.567
Wiz Khalifa,"Work Hard, Play Hard",TRUE,2012,62,0.0485,140.008,-4.062,0.143,0.297
Bon Jovi,It's My Life,FALSE,2000,78,0.0466,119.992,-4.063,0.0263,0.544
David Guetta,2U (feat. Justin Bieber),FALSE,2017,67,0.0591,144.937,-4.068,0.406,0.742
Rich Boy,Throw Some D's,TRUE,2007,57,0.43,160.895,-4.07,0.000747,0.408
Black Eyed Peas,The Time (Dirty Bit),FALSE,2010,69,0.0664,127.979,-4.075,0.0897,0.664
Bruno Mars,24K Magic,FALSE,2016,78,0.0797,106.97,-4.076,0.111,0.588
One Direction,Night Changes,FALSE,2014,83,0.0353,120.001,-4.078,0.0287,0.348
The Chainsmokers,Something Just Like This,FALSE,2017,83,0.0317,103.019,-4.078,0.106,0.747
Ida Corr,Let Me Think About It,FALSE,2012,43,0.046,129.026,-4.08,0.269,0.361
blackbear,do re mi,TRUE,2017,4,0.0526,111.002,-4.081,0.141,0.543
Lil Wayne,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",TRUE,2016,75,0.317,169.021,-4.083,0.0115,0.785
DJ Pied Piper & The Masters Of Ceremonies,Do You Really Like It? - Radio Edit,FALSE,2001,54,0.0493,131.044,-4.086,0.0554,0.636
Alesso,Heroes (we could be),FALSE,2014,52,0.0634,125.876,-4.087,0.0295,0.788
Dem Franchize Boyz,"Lean Wit It, Rock Wit It",TRUE,2006,60,0.307,76.035,-4.088,0.000731,0.522
Zara Larsson,Never Forget You,FALSE,2017,73,0.0457,145.992,-4.091,0.24,0.525
Bubba Sparxxx,Ms. New Booty,TRUE,2005,62,0.416,129.37,-4.094,0.00193,0.328
Kygo,It Ain't Me (with Selena Gomez),FALSE,2017,75,0.0706,99.968,-4.097,0.393,0.554
Lauv,I Like Me Better,FALSE,2018,81,0.253,91.97,-4.099,0.0425,0.422
The Saturdays,What About Us,FALSE,2013,61,0.0581,123.973,-4.1,0.0101,0.573
Ed Sheeran,Sing,FALSE,2014,69,0.0472,119.988,-4.1,0.00107,0.0815
Billie Eilish,bury a friend,FALSE,2019,75,0.332,120.046,-4.101,0.269,0.521
September,Cry for You,FALSE,2007,65,0.0301,130.018,-4.103,0.000289,0.236
Nickelback,When We Stand Together,FALSE,2011,65,0.0489,187.961,-4.11,0.0127,0.787
Rich Homie Quan,"Flex (Ooh, Ooh, Ooh)",TRUE,2015,1,0.0496,163.993,-4.119,0.00711,0.383
Taylor Swift,Bad Blood,FALSE,2015,70,0.106,170.16,-4.121,0.00218,0.64
Lana Del Rey,High By The Beach,TRUE,2015,67,0.0346,131.988,-4.123,0.213,0.418
Mariah Carey,Loverboy,FALSE,2001,42,0.124,103.141,-4.125,0.183,0.821
Sigala,Easy Love,FALSE,2018,66,0.0631,123.976,-4.125,0.0665,0.466
Creed,One Last Breath - Radio Version,FALSE,2015,47,0.0365,130.581,-4.127,0.0209,0.665
Trey Songz,Can't Help but Wait,FALSE,2007,62,0.0737,94.977,-4.13,0.000262,0.215
Maroon 5,Sugar,TRUE,2014,0,0.0337,120.042,-4.135,0.0862,0.203
Ariana Grande,Break Free,FALSE,2014,0,0.0455,129.956,-4.141,0.0904,0.377
"Tyler, The Creator",EARFQUAKE,TRUE,2019,80,0.0685,79.635,-4.141,0.318,0.58
Jennifer Lopez,Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,FALSE,2002,70,0.188,100,-4.143,0.615,0.726
Philip George,Wish You Were Mine - Radio Edit,FALSE,2014,65,0.0293,123.002,-4.144,0.0373,0.352
T.I.,Whatever You Like,TRUE,2008,74,0.0709,150.053,-4.146,0.000821,0.527
Kris Allen,Live Like We're Dying,FALSE,2009,51,0.0397,92.011,-4.15,0.0266,0.851
Adele,Set Fire to the Rain,FALSE,2011,2,0.0249,107.995,-4.152,0.0218,0.797
Kelis,Trick Me,TRUE,2003,63,0.149,107.17,-4.153,0.0046,0.243
Chingy,Pullin' Me Back,TRUE,2006,62,0.286,80,-4.154,0.142,0.372
Justin Timberlake,LoveStoned / I Think She Knows (Interlude),TRUE,2006,57,0.0549,121.243,-4.154,0.142,0.372
Britney Spears,I Wanna Go,FALSE,2011,66,0.0414,130.002,-4.157,0.000431,0.553
Bodyrockers,I Like The Way - Radio Edit,FALSE,2005,54,0.0431,127.988,-4.162,0.0583,0.88
Girls Aloud,Jump,FALSE,2003,60,0.0346,134.465,-4.164,0.0017,0.185
Hozier,Take Me To Church,FALSE,2014,81,0.0464,128.945,-4.164,0.0126,0.407
Alesso,Years - ラジオ・エディット,FALSE,2012,0,0.0805,128.008,-4.165,0.049,0.867
Rudimental,Waiting All Night (feat. Ella Eyre),FALSE,2013,66,0.05,174.983,-4.165,0.049,0.867
Katy Perry,Teenage Dream,FALSE,2010,69,0.0361,120.011,-4.166,0.00564,0.827
Reik,Me Niego (feat. Ozuna & Wisin),FALSE,2018,1,0.0972,94.023,-4.167,0.157,0.617
Kehlani,Nights Like This (feat. Ty Dolla $ign),TRUE,2019,74,0.15,146.163,-4.167,0.157,0.617
Shontelle,Impossible,FALSE,2010,35,0.0343,90.034,-4.168,0.0543,0.828
Labrinth,Earthquake (feat. Tinie Tempah),TRUE,2012,62,0.1,153.071,-4.168,0.0206,0.352
Crazy Town,Butterfly,FALSE,1999,71,0.081,103.502,-4.17,0.00132,0.609
Nelly,Ride Wit Me,TRUE,2000,75,0.0478,101.875,-4.171,0.00769,0.844
James Blunt,Bonfire Heart,FALSE,2013,0,0.0527,118.021,-4.175,0.0469,0.53
The Weeknd,Call Out My Name,FALSE,2018,80,0.0356,134.17,-4.183,0.215,0.492
Trey Songz,Say Aah (feat. Fabolous),FALSE,2009,54,0.113,93.01,-4.188,0.0613,0.534
P!nk,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",FALSE,2016,68,0.148,162.958,-4.188,0.0584,0.505
KT Tunstall,Suddenly I See,FALSE,2005,71,0.0449,100.38,-4.19,0.00225,0.778
Natasha Bedingfield,Pocketful of Sunshine,FALSE,2008,62,0.0391,110.019,-4.194,0.262,0.607
Gorillaz,Feel Good Inc.,FALSE,2005,82,0.177,138.559,-4.195,0.145,0.86
T.I.,Bring Em Out,TRUE,2004,63,0.257,98.579,-4.207,0.0108,0.612
Twenty One Pilots,Ride,FALSE,2015,80,0.0393,74.989,-4.208,0.175,0.647
Lenny Kravitz,Again,FALSE,2000,68,0.0271,79.166,-4.209,0.0614,0.678
Daniel Powter,Bad Day,FALSE,2005,74,0.0309,140.046,-4.21,0.00127,0.697
Rihanna,Man Down,TRUE,2010,68,0.177,155.788,-4.217,0.0327,0.568
Rizzle Kicks,Down With The Trumpets,FALSE,2011,59,0.0806,115.057,-4.225,0.1,0.795
Robbie Williams,Candy,FALSE,2012,68,0.0414,116.043,-4.225,0.1,0.795
Katy Perry,Hot N Cold,FALSE,2008,73,0.0418,132.032,-4.226,0.0376,0.348
Jennifer Lopez,Play,TRUE,2001,57,0.162,104.719,-4.229,0.0303,0.895
Usher,Love in This Club (feat. Young Jeezy),FALSE,2008,71,0.0732,140.012,-4.23,0.0239,0.386
Jonas Blue,Fast Car,FALSE,2015,1,0.0785,113.901,-4.23,0.011,0.529
Calvin Harris,Feel So Close - Radio Edit,FALSE,2012,79,0.031,127.937,-4.231,0.00358,0.443
Christina Aguilera,Dirrty (feat. Redman),FALSE,2002,68,0.322,99.931,-4.234,0.0296,0.71
Avril Lavigne,My Happy Ending,TRUE,2004,68,0.0758,170.229,-4.237,0.0498,0.642
Rae Sremmurd,No Type,TRUE,2015,71,0.159,125.01,-4.237,0.000569,0.441
Mike Posner,Cooler Than Me - Single Mix,FALSE,2010,75,0.0474,129.965,-4.241,0.129,0.611
Eve,Let Me Blow Ya Mind,TRUE,2001,73,0.107,90.032,-4.243,0.242,0.897
Eminem,The Real Slim Shady,TRUE,2000,86,0.0572,104.504,-4.244,0.0302,0.76
Daddy Yankee,Con Calma,FALSE,2019,79,0.0593,93.989,-4.249,0.315,0.555
Lady Gaga,Paparazzi,FALSE,2008,70,0.0438,114.906,-4.251,0.512,0.549
Chamillionaire,Ridin',TRUE,2005,71,0.0993,143.052,-4.253,0.000343,0.462
Timbaland,Give It To Me,TRUE,2007,70,0.0632,110.621,-4.253,0.000343,0.462
D4L,Laffy Taffy,TRUE,2005,63,0.428,77.499,-4.254,0.0603,0.751
Sheck Wes,Mo Bamba,TRUE,2018,77,0.0315,146.034,-4.256,0.091,0.547
Khalid,Better,FALSE,2018,70,0.0964,97.565,-4.258,0.177,0.884
Alien Ant Farm,Smooth Criminal,FALSE,2001,75,0.0582,126.928,-4.261,0.00316,0.87
Echosmith,Cool Kids,FALSE,2013,71,0.0336,130.027,-4.261,0.00489,0.551
Kesha,Blow,FALSE,2010,69,0.0392,120.013,-4.262,0.000176,0.352
Robbie Williams,Rock DJ,FALSE,2000,68,0.0322,103.035,-4.264,0.0267,0.861
Macklemore & Ryan Lewis,Can't Hold Us (feat. Ray Dalton),FALSE,2012,81,0.0786,146.078,-4.269,0.0239,0.682
Axwell /\ Ingrosso,More Than You Know,FALSE,2017,0,0.0339,123.07,-4.271,0.104,0.429
Beyoncé,Halo,FALSE,2008,74,0.0628,79.983,-4.274,0.0659,0.251
Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,FALSE,2013,83,0.038,116.047,-4.278,0.00948,0.271
The-Dream,I Luv Your Girl,TRUE,2007,62,0.0341,90.063,-4.281,0.0476,0.792
Pitbull,Don't Stop the Party (feat. TJR),FALSE,2012,64,0.0912,127.008,-4.282,0.046,0.684
XXXTENTACION,changes,FALSE,2018,79,0.029,64.934,-4.282,0.034,0.632
Christina Aguilera,Ain't No Other Man,FALSE,2006,63,0.222,127.91,-4.285,0.064,0.318
Robyn,Dancing On My Own,FALSE,2010,0,0.0349,117.015,-4.285,0.11,0.377
Crazy Frog,Axel F,FALSE,2005,67,0.0407,138.045,-4.286,0.0572,0.772
LL Cool J,Headsprung,FALSE,2004,56,0.0284,99.916,-4.289,0.0923,0.429
Demi Lovato,Heart Attack,FALSE,2013,79,0.104,173.968,-4.289,0.134,0.646
Avril Lavigne,Here's to Never Growing Up,TRUE,2013,0,0.101,164.986,-4.292,0.107,0.546
Zara Larsson,Lush Life,FALSE,2015,0,0.0536,98.024,-4.292,0.0506,0.446
Akon,I Wanna Love You,TRUE,2006,53,0.0417,99.989,-4.296,0.205,0.253
will.i.am,Heartbreaker,TRUE,2007,46,0.0732,120.051,-4.298,0.134,0.655
The Chainsmokers,Paris,FALSE,2017,73,0.0304,99.99,-4.305,0.0524,0.708
Christina Milian,When You Look At Me - Radio Edit,FALSE,2001,60,0.127,108.955,-4.315,0.0142,0.518
Benny Benassi,Satisfaction (Isak Original Extended) - Benny Benassi Presents The Biz,FALSE,2003,66,0.104,130.017,-4.315,0.00204,0.827
Linkin Park,Faint,FALSE,2003,72,0.131,135.095,-4.315,0.0142,0.518
The Ting Tings,That's Not My Name,FALSE,2008,51,0.0893,145.042,-4.321,0.0182,0.634
Migos,Slippery (feat. Gucci Mane),TRUE,2017,68,0.263,141.967,-4.323,0.186,0.418
Tom Walker,Leave a Light On,FALSE,2017,70,0.113,68.976,-4.323,0.0037,0.397
Eminem,Stan,TRUE,2000,83,0.238,80.063,-4.325,0.0371,0.507
T-Pain,I'm Sprung,FALSE,2005,0,0.108,99.991,-4.325,0.0107,0.478
Anuel AA,China,FALSE,2019,76,0.0882,105.027,-4.333,0.181,0.243
